ID,Turn,Payload,CreatedAt,Player0,Player1,Player2,Player3,Player4,Player5,Player6,Player7,Player8,Player9,Player10,Player11,Player12,Player13,Player14,Player15,Player16,Player17,Player18,Player19,Player20,Player21,Key,Version,IsLatest,Changes,OpinionFrom0,OpinionTo0,OpinionFrom1,OpinionTo1,OpinionFrom2,OpinionTo2,OpinionFrom3,OpinionTo3,OpinionFrom4,OpinionTo4,OpinionFrom5,OpinionTo5,OpinionFrom6,OpinionTo6,OpinionFrom7,OpinionTo7,OpinionFrom8,OpinionTo8,OpinionFrom9,OpinionTo9,OpinionFrom10,OpinionTo10,OpinionFrom11,OpinionTo11,OpinionFrom12,OpinionTo12,OpinionFrom13,OpinionTo13,OpinionFrom14,OpinionTo14,OpinionFrom15,OpinionTo15,OpinionFrom16,OpinionTo16,OpinionFrom17,OpinionTo17,OpinionFrom18,OpinionTo18,OpinionFrom19,OpinionTo19,OpinionFrom20,OpinionTo20,OpinionFrom21,OpinionTo21
117,75,{},1761650196,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,33,0,"[""OpinionFrom1"",""OpinionTo1"",""OpinionTo2""]","We have made a public Declaration of Friendship!
We have made Declarations of Friendship with the same leaders!
We have divergent Social Policies.
They desire friendly relations with our empire.","We have made a public Declaration of Friendship! (9)
We have made Declarations of Friendship with the same leaders! (8)
Our real approach is Friendly.
We have divergent Social Policies. (-3)","We have made a public Declaration of Friendship!
We have made Declarations of Friendship with the same leaders!
We have similar Social Policies.
We have shared embassies.
They desire friendly relations with our empire.
You have made a Declaration of Friendship with one of their enemies!","We are trade partners. (40)
We have made a public Declaration of Friendship! (9)
We have made Declarations of Friendship with the same leaders! (8)
We have similar Social Policies. (3)
We have shared embassies. (1)
Our real approach is Friendly.
You have denounced a leader they made a Declaration of Friendship with! (-11)","We have made a public Declaration of Friendship!
We have similar Social Policies.
They desire friendly relations with our empire.
You have made a Declaration of Friendship with one of their enemies!","We are trade partners. (40)
We have made a public Declaration of Friendship! (9)
We have similar Social Policies. (3)
Our real approach is Neutral.
You have denounced a leader they made a Declaration of Friendship with! (-11)","Our top friend: The Ottomans
Our top Competitor: None",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,76,{},1761650205,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,"[""OpinionFrom1""]","Our top friend: Korea
Our top Competitor: None",,"We have made a public Declaration of Friendship!
We have made Declarations of Friendship with the same leaders!
They have an embassy in your capital.
We have divergent Social Policies.
They desire friendly relations with our empire.","We are trade partners. (12)
We have made a public Declaration of Friendship! (9)
We have made Declarations of Friendship with the same leaders! (8)
We have an embassy in their capital. (1)
Our real approach is Friendly.
We have divergent Social Policies. (-3)","We have made Declarations of Friendship with the same leaders!
We have divergent Social Policies.
They desire friendly relations with our empire.
You have made a Declaration of Friendship with one of their enemies!","We are trade partners. (40)
We have made Declarations of Friendship with the same leaders! (8)
Our real approach is Friendly.
We have divergent Social Policies. (-3)
You have denounced a leader they made a Declaration of Friendship with! (-11)","We have made a public Declaration of Friendship!
We have made Declarations of Friendship with the same leaders!
We have divergent Social Policies.
They desire friendly relations with our empire.","We have made a public Declaration of Friendship! (9)
We have made Declarations of Friendship with the same leaders! (8)
Our real approach is Friendly.
We have divergent Social Policies. (-3)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,76,{},1761650210,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,36,0,"[""OpinionFrom1""]","We have made Declarations of Friendship with the same leaders!
We have made a public Declaration of Friendship!
We have an embassy in their capital.
We have divergent Social Policies.
They desire friendly relations with our empire.","We have made a public Declaration of Friendship! (9)
We have made Declarations of Friendship with the same leaders! (8)
They have an embassy in your capital. (1)
Our real approach is Friendly.
We have divergent Social Policies. (-3)","Our top friend: The Ottomans
Our top Competitor: Indonesia",,"We have made Declarations of Friendship with the same leaders!
We have similar Social Policies.
They don't want anything to do with us right now.
Your military deployment is threatening.
You demanded they not settle near your lands!
Territorial disputes strain your relationship.
We have denounced each other!","We are trade partners. (40)
We have made Declarations of Friendship with the same leaders! (8)
We have similar Social Policies. (3)
Our real approach is Planning War.","We have made Declarations of Friendship with the same leaders!
We have made a public Declaration of Friendship!
We have similar Social Policies.
We have shared embassies.
They desire friendly relations with our empire.
You have denounced a leader they made a Declaration of Friendship with!","We are trade partners. (40)
We have made a public Declaration of Friendship! (9)
We have made Declarations of Friendship with the same leaders! (8)
We have similar Social Policies. (3)
We have shared embassies. (1)
Our real approach is Friendly.
You have made a Declaration of Friendship with one of their enemies! (-13)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,76,{},1761650214,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,34,0,"[""OpinionFrom1""]","We have made a public Declaration of Friendship!
We have made Declarations of Friendship with the same leaders!
We have divergent Social Policies.
They desire friendly relations with our empire.","We have made a public Declaration of Friendship! (9)
We have made Declarations of Friendship with the same leaders! (8)
Our real approach is Friendly.
We have divergent Social Policies. (-3)","We have made Declarations of Friendship with the same leaders!
We have made a public Declaration of Friendship!
We have similar Social Policies.
We have shared embassies.
They desire friendly relations with our empire.
You have made a Declaration of Friendship with one of their enemies!","We are trade partners. (40)
We have made a public Declaration of Friendship! (9)
We have made Declarations of Friendship with the same leaders! (8)
We have similar Social Policies. (3)
We have shared embassies. (1)
Our real approach is Friendly.
You have denounced a leader they made a Declaration of Friendship with! (-11)","We have made a public Declaration of Friendship!
We have similar Social Policies.
They desire friendly relations with our empire.
You have made a Declaration of Friendship with one of their enemies!","We are trade partners. (40)
We have made a public Declaration of Friendship! (9)
We have similar Social Policies. (3)
Our real approach is Neutral.
You have denounced a leader they made a Declaration of Friendship with! (-11)","Our top friend: The Ottomans
Our top Competitor: None",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,77,{},1761650229,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,"[""OpinionFrom1""]","Our top friend: Korea
Our top Competitor: None",,"We have made Declarations of Friendship with the same leaders!
We have made a public Declaration of Friendship!
They have an embassy in your capital.
We have divergent Social Policies.
They desire friendly relations with our empire.","We are trade partners. (12)
We have made a public Declaration of Friendship! (9)
We have made Declarations of Friendship with the same leaders! (8)
We have an embassy in their capital. (1)
Our real approach is Friendly.
We have divergent Social Policies. (-3)","We have made Declarations of Friendship with the same leaders!
We have divergent Social Policies.
They desire friendly relations with our empire.
You have made a Declaration of Friendship with one of their enemies!","We are trade partners. (40)
We have made Declarations of Friendship with the same leaders! (8)
Our real approach is Friendly.
We have divergent Social Policies. (-3)
You have denounced a leader they made a Declaration of Friendship with! (-11)","We have made a public Declaration of Friendship!
We have made Declarations of Friendship with the same leaders!
We have divergent Social Policies.
They desire friendly relations with our empire.","We have made a public Declaration of Friendship! (9)
We have made Declarations of Friendship with the same leaders! (8)
Our real approach is Friendly.
We have divergent Social Policies. (-3)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,77,{},1761650230,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,37,0,"[""OpinionFrom1""]","We have made Declarations of Friendship with the same leaders!
We have made a public Declaration of Friendship!
We have an embassy in their capital.
We have divergent Social Policies.
They desire friendly relations with our empire.","We have made a public Declaration of Friendship! (9)
We have made Declarations of Friendship with the same leaders! (8)
They have an embassy in your capital. (1)
Our real approach is Friendly.
We have divergent Social Policies. (-3)","Our top friend: Korea
Our top Competitor: Indonesia",,"We have made Declarations of Friendship with the same leaders!
We have similar Social Policies.
They don't want anything to do with us right now.
Your military deployment is threatening.
You demanded they not settle near your lands!
Territorial disputes strain your relationship.
We have denounced each other!","We are trade partners. (40)
We have made Declarations of Friendship with the same leaders! (8)
We have similar Social Policies. (3)
Our real approach is Planning War.","We have made Declarations of Friendship with the same leaders!
We have made a public Declaration of Friendship!
We have similar Social Policies.
We have shared embassies.
They desire friendly relations with our empire.
You have denounced a leader they made a Declaration of Friendship with!","We are trade partners. (40)
We have made a public Declaration of Friendship! (9)
We have made Declarations of Friendship with the same leaders! (8)
We have similar Social Policies. (3)
We have shared embassies. (1)
Our real approach is Friendly.
You have made a Declaration of Friendship with one of their enemies! (-13)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,77,{},1761650236,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,35,0,"[""OpinionFrom1""]","We have made a public Declaration of Friendship!
We have made Declarations of Friendship with the same leaders!
We have divergent Social Policies.
They desire friendly relations with our empire.","We have made a public Declaration of Friendship! (9)
We have made Declarations of Friendship with the same leaders! (8)
Our real approach is Friendly.
We have divergent Social Policies. (-3)","We have made a public Declaration of Friendship!
We have made Declarations of Friendship with the same leaders!
We have similar Social Policies.
We have shared embassies.
They desire friendly relations with our empire.
You have made a Declaration of Friendship with one of their enemies!","We are trade partners. (40)
We have made a public Declaration of Friendship! (9)
We have made Declarations of Friendship with the same leaders! (8)
We have similar Social Policies. (3)
We have shared embassies. (1)
Our real approach is Friendly.
You have denounced a leader they made a Declaration of Friendship with! (-11)","We have made a public Declaration of Friendship!
We have similar Social Policies.
They desire friendly relations with our empire.
You have made a Declaration of Friendship with one of their enemies!","We are trade partners. (40)
We have made a public Declaration of Friendship! (9)
We have similar Social Policies. (3)
Our real approach is Neutral.
You have denounced a leader they made a Declaration of Friendship with! (-11)","Our top friend: The Ottomans
Our top Competitor: None",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,78,{},1761650249,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,"[""OpinionFrom1""]","Our top friend: Korea
Our top Competitor: None",,"We have made a public Declaration of Friendship!
We have made Declarations of Friendship with the same leaders!
They have an embassy in your capital.
We have divergent Social Policies.
They desire friendly relations with our empire.","We are trade partners. (12)
We have made a public Declaration of Friendship! (9)
We have made Declarations of Friendship with the same leaders! (8)
We have an embassy in their capital. (1)
Our real approach is Friendly.
We have divergent Social Policies. (-3)","We have made Declarations of Friendship with the same leaders!
We have divergent Social Policies.
They desire friendly relations with our empire.
You have made a Declaration of Friendship with one of their enemies!","We are trade partners. (40)
We have made Declarations of Friendship with the same leaders! (8)
Our real approach is Friendly.
We have divergent Social Policies. (-3)
You have denounced a leader they made a Declaration of Friendship with! (-11)","We have made a public Declaration of Friendship!
We have made Declarations of Friendship with the same leaders!
We have divergent Social Policies.
They desire friendly relations with our empire.","We have made a public Declaration of Friendship! (9)
We have made Declarations of Friendship with the same leaders! (8)
Our real approach is Friendly.
We have divergent Social Policies. (-3)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,78,{},1761650253,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,38,0,"[""OpinionFrom1""]","We have made Declarations of Friendship with the same leaders!
We have made a public Declaration of Friendship!
We have an embassy in their capital.
We have divergent Social Policies.
They desire friendly relations with our empire.","We have made a public Declaration of Friendship! (9)
We have made Declarations of Friendship with the same leaders! (8)
They have an embassy in your capital. (1)
Our real approach is Friendly.
We have divergent Social Policies. (-3)","Our top friend: The Ottomans
Our top Competitor: Indonesia",,"We have made Declarations of Friendship with the same leaders!
We have similar Social Policies.
They don't want anything to do with us right now.
Your military deployment is threatening.
You demanded they not settle near your lands!
Territorial disputes strain your relationship.
We have denounced each other!","We are trade partners. (40)
We have made Declarations of Friendship with the same leaders! (8)
We have similar Social Policies. (3)
Our real approach is Planning War.","We have made Declarations of Friendship with the same leaders!
We have made a public Declaration of Friendship!
We have similar Social Policies.
We have shared embassies.
They desire friendly relations with our empire.
You have denounced a leader they made a Declaration of Friendship with!","We are trade partners. (40)
We have made a public Declaration of Friendship! (9)
We have made Declarations of Friendship with the same leaders! (8)
We have similar Social Policies. (3)
We have shared embassies. (1)
Our real approach is Friendly.
You have made a Declaration of Friendship with one of their enemies! (-13)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,78,{},1761650256,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,36,0,"[""OpinionFrom1"",""OpinionTo2""]","We have made a public Declaration of Friendship!
We have made Declarations of Friendship with the same leaders!
We have divergent Social Policies.
They desire friendly relations with our empire.","We have made a public Declaration of Friendship! (9)
We have made Declarations of Friendship with the same leaders! (8)
Our real approach is Friendly.
We have divergent Social Policies. (-3)","We have made Declarations of Friendship with the same leaders!
We have made a public Declaration of Friendship!
We have similar Social Policies.
We have shared embassies.
They desire friendly relations with our empire.
You have made a Declaration of Friendship with one of their enemies!","We are trade partners. (40)
We have made a public Declaration of Friendship! (9)
We have made Declarations of Friendship with the same leaders! (8)
We have similar Social Policies. (3)
We have shared embassies. (1)
Our real approach is Friendly.
You have denounced a leader they made a Declaration of Friendship with! (-11)","We have made a public Declaration of Friendship!
We have similar Social Policies.
They desire friendly relations with our empire.
You have made a Declaration of Friendship with one of their enemies!","We are trade partners. (40)
We have made a public Declaration of Friendship! (9)
We have similar Social Policies. (3)
Our real approach is Friendly.
You have denounced a leader they made a Declaration of Friendship with! (-11)","Our top friend: The Ottomans
Our top Competitor: None",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,79,{},1761650282,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,"[""OpinionFrom1""]","Our top friend: Korea
Our top Competitor: None",,"We have made Declarations of Friendship with the same leaders!
We have made a public Declaration of Friendship!
They have an embassy in your capital.
We have divergent Social Policies.
They desire friendly relations with our empire.","We are trade partners. (12)
We have made a public Declaration of Friendship! (9)
We have made Declarations of Friendship with the same leaders! (8)
We have an embassy in their capital. (1)
Our real approach is Friendly.
We have divergent Social Policies. (-3)","We have made Declarations of Friendship with the same leaders!
We have divergent Social Policies.
They desire friendly relations with our empire.
You have made a Declaration of Friendship with one of their enemies!","We are trade partners. (40)
We have made Declarations of Friendship with the same leaders! (8)
Our real approach is Friendly.
We have divergent Social Policies. (-3)
You have denounced a leader they made a Declaration of Friendship with! (-11)","We have made a public Declaration of Friendship!
We have made Declarations of Friendship with the same leaders!
We have divergent Social Policies.
They desire friendly relations with our empire.","We have made a public Declaration of Friendship! (9)
We have made Declarations of Friendship with the same leaders! (8)
Our real approach is Friendly.
We have divergent Social Policies. (-3)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,79,{},1761650286,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,39,0,"[""OpinionFrom1""]","We have made Declarations of Friendship with the same leaders!
We have made a public Declaration of Friendship!
We have an embassy in their capital.
We have divergent Social Policies.
They desire friendly relations with our empire.","We have made a public Declaration of Friendship! (9)
We have made Declarations of Friendship with the same leaders! (8)
They have an embassy in your capital. (1)
Our real approach is Friendly.
We have divergent Social Policies. (-3)","Our top friend: Korea
Our top Competitor: Indonesia",,"We have made Declarations of Friendship with the same leaders!
We have similar Social Policies.
They don't want anything to do with us right now.
Your military deployment is threatening.
You demanded they not settle near your lands!
Territorial disputes strain your relationship.
We have denounced each other!","We are trade partners. (40)
We have made Declarations of Friendship with the same leaders! (8)
We have similar Social Policies. (3)
Our real approach is Planning War.","We have made Declarations of Friendship with the same leaders!
We have made a public Declaration of Friendship!
We have similar Social Policies.
We have shared embassies.
They desire friendly relations with our empire.
You have denounced a leader they made a Declaration of Friendship with!","We are trade partners. (40)
We have made a public Declaration of Friendship! (9)
We have made Declarations of Friendship with the same leaders! (8)
We have similar Social Policies. (3)
We have shared embassies. (1)
Our real approach is Friendly.
You have made a Declaration of Friendship with one of their enemies! (-13)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,79,{},1761650289,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,37,0,"[""OpinionFrom1""]","We have made a public Declaration of Friendship!
We have made Declarations of Friendship with the same leaders!
We have divergent Social Policies.
They desire friendly relations with our empire.","We have made a public Declaration of Friendship! (9)
We have made Declarations of Friendship with the same leaders! (8)
Our real approach is Friendly.
We have divergent Social Policies. (-3)","We have made a public Declaration of Friendship!
We have made Declarations of Friendship with the same leaders!
We have similar Social Policies.
We have shared embassies.
They desire friendly relations with our empire.
You have made a Declaration of Friendship with one of their enemies!","We are trade partners. (40)
We have made a public Declaration of Friendship! (9)
We have made Declarations of Friendship with the same leaders! (8)
We have similar Social Policies. (3)
We have shared embassies. (1)
Our real approach is Friendly.
You have denounced a leader they made a Declaration of Friendship with! (-11)","We have made a public Declaration of Friendship!
We have similar Social Policies.
They desire friendly relations with our empire.
You have made a Declaration of Friendship with one of their enemies!","We are trade partners. (40)
We have made a public Declaration of Friendship! (9)
We have similar Social Policies. (3)
Our real approach is Friendly.
You have denounced a leader they made a Declaration of Friendship with! (-11)","Our top friend: The Ottomans
Our top Competitor: None",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,80,{},1761650299,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,"[""OpinionFrom1""]","Our top friend: Korea
Our top Competitor: None",,"We have made a public Declaration of Friendship!
We have made Declarations of Friendship with the same leaders!
They have an embassy in your capital.
We have divergent Social Policies.
They desire friendly relations with our empire.","We are trade partners. (12)
We have made a public Declaration of Friendship! (9)
We have made Declarations of Friendship with the same leaders! (8)
We have an embassy in their capital. (1)
Our real approach is Friendly.
We have divergent Social Policies. (-3)","We have made Declarations of Friendship with the same leaders!
We have divergent Social Policies.
They desire friendly relations with our empire.
You have made a Declaration of Friendship with one of their enemies!","We are trade partners. (40)
We have made Declarations of Friendship with the same leaders! (8)
Our real approach is Friendly.
We have divergent Social Policies. (-3)
You have denounced a leader they made a Declaration of Friendship with! (-11)","We have made a public Declaration of Friendship!
We have made Declarations of Friendship with the same leaders!
We have divergent Social Policies.
They desire friendly relations with our empire.","We have made a public Declaration of Friendship! (9)
We have made Declarations of Friendship with the same leaders! (8)
Our real approach is Friendly.
We have divergent Social Policies. (-3)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,80,{},1761650302,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,40,0,"[""OpinionFrom1"",""OpinionTo2""]","We have made Declarations of Friendship with the same leaders!
We have made a public Declaration of Friendship!
We have an embassy in their capital.
We have divergent Social Policies.
They desire friendly relations with our empire.","We have made a public Declaration of Friendship! (9)
We have made Declarations of Friendship with the same leaders! (8)
They have an embassy in your capital. (1)
Our real approach is Friendly.
We have divergent Social Policies. (-3)","Our top friend: The Ottomans
Our top Competitor: Indonesia",,"We have made Declarations of Friendship with the same leaders!
We have similar Social Policies.
They don't want anything to do with us right now.
Your military deployment is threatening.
You demanded they not settle near your lands!
Territorial disputes strain your relationship.
We have denounced each other!","We are trade partners. (40)
We have made Declarations of Friendship with the same leaders! (8)
We have similar Social Policies. (3)
Our real approach is Neutral.","We have made Declarations of Friendship with the same leaders!
We have made a public Declaration of Friendship!
We have similar Social Policies.
We have shared embassies.
They desire friendly relations with our empire.
You have denounced a leader they made a Declaration of Friendship with!","We are trade partners. (40)
We have made a public Declaration of Friendship! (9)
We have made Declarations of Friendship with the same leaders! (8)
We have similar Social Policies. (3)
We have shared embassies. (1)
Our real approach is Friendly.
You have made a Declaration of Friendship with one of their enemies! (-13)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,80,{},1761650304,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,23,0,"[""OpinionFrom1""]","We have made Declarations of Friendship with the same leaders!
We have divergent Social Policies.
They desire friendly relations with our empire.
You have denounced a leader they made a Declaration of Friendship with!","We are trade partners. (40)
We have made Declarations of Friendship with the same leaders! (8)
Our real approach is Friendly.
We have divergent Social Policies. (-3)
You have made a Declaration of Friendship with one of their enemies! (-13)","We have made Declarations of Friendship with the same leaders!
We have similar Social Policies.
You are not competing for the favor of the same City-States.
You have no contested borders.
They do not consider us relevant to their interests.
Your military deployment is threatening.
You are competing for World Wonders.
They asked you to stop settling near them, and you ignored them!
We have denounced each other!","We are trade partners. (40)
We have made Declarations of Friendship with the same leaders! (8)
We have similar Social Policies. (3)
Our real approach is Planning War.","Our top friend: Korea
Our top Competitor: Venice",,"We have made a public Declaration of Friendship!
We have similar Social Policies.
They desire friendly relations with our empire.
You have denounced a leader they made a Declaration of Friendship with!","We are trade partners. (40)
We have made a public Declaration of Friendship! (9)
We have similar Social Policies. (3)
Our real approach is Friendly.
You have made a Declaration of Friendship with one of their enemies! (-13)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,80,{},1761650307,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,38,0,"[""OpinionFrom1""]","We have made a public Declaration of Friendship!
We have made Declarations of Friendship with the same leaders!
We have divergent Social Policies.
They desire friendly relations with our empire.","We have made a public Declaration of Friendship! (9)
We have made Declarations of Friendship with the same leaders! (8)
Our real approach is Friendly.
We have divergent Social Policies. (-3)","We have made Declarations of Friendship with the same leaders!
We have made a public Declaration of Friendship!
We have similar Social Policies.
We have shared embassies.
They desire friendly relations with our empire.
You have made a Declaration of Friendship with one of their enemies!","We are trade partners. (40)
We have made a public Declaration of Friendship! (9)
We have made Declarations of Friendship with the same leaders! (8)
We have similar Social Policies. (3)
We have shared embassies. (1)
Our real approach is Friendly.
You have denounced a leader they made a Declaration of Friendship with! (-11)","We have made a public Declaration of Friendship!
We have similar Social Policies.
They desire friendly relations with our empire.
You have made a Declaration of Friendship with one of their enemies!","We are trade partners. (40)
We have made a public Declaration of Friendship! (9)
We have similar Social Policies. (3)
Our real approach is Friendly.
You have denounced a leader they made a Declaration of Friendship with! (-11)","Our top friend: The Ottomans
Our top Competitor: None",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,81,{},1761650317,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,"[""OpinionFrom1""]","Our top friend: Korea
Our top Competitor: None",,"We have made Declarations of Friendship with the same leaders!
We have made a public Declaration of Friendship!
They have an embassy in your capital.
We have divergent Social Policies.
They desire friendly relations with our empire.","We are trade partners. (12)
We have made a public Declaration of Friendship! (9)
We have made Declarations of Friendship with the same leaders! (8)
We have an embassy in their capital. (1)
Our real approach is Friendly.
We have divergent Social Policies. (-3)","We have made Declarations of Friendship with the same leaders!
We have divergent Social Policies.
They desire friendly relations with our empire.
You have made a Declaration of Friendship with one of their enemies!","We are trade partners. (40)
We have made Declarations of Friendship with the same leaders! (8)
Our real approach is Friendly.
We have divergent Social Policies. (-3)
You have denounced a leader they made a Declaration of Friendship with! (-11)","We have made a public Declaration of Friendship!
We have made Declarations of Friendship with the same leaders!
We have divergent Social Policies.
They desire friendly relations with our empire.","We have made a public Declaration of Friendship! (9)
We have made Declarations of Friendship with the same leaders! (8)
Our real approach is Friendly.
We have divergent Social Policies. (-3)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,81,{},1761650319,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,41,0,"[""OpinionFrom1"",""OpinionFrom2"",""OpinionTo2""]","We have made Declarations of Friendship with the same leaders!
We have made a public Declaration of Friendship!
We have an embassy in their capital.
We have divergent Social Policies.
They desire friendly relations with our empire.","We have made a public Declaration of Friendship! (9)
We have made Declarations of Friendship with the same leaders! (8)
They have an embassy in your capital. (1)
Our real approach is Friendly.
We have divergent Social Policies. (-3)","Our top friend: Korea
Our top Competitor: Indonesia",,"We have made Declarations of Friendship with the same leaders!
We have similar Social Policies.
Territorial disputes strain your relationship.
We have denounced each other!
You are at war!","We have made Declarations of Friendship with the same leaders! (8)
We have similar Social Policies. (3)
Our real approach is Neutral.
They have some early concerns about your warmongering. (-4)
You are at war! (-99999)","We have made Declarations of Friendship with the same leaders!
We have made a public Declaration of Friendship!
We have similar Social Policies.
We have shared embassies.
They desire friendly relations with our empire.
You have denounced a leader they made a Declaration of Friendship with!","We are trade partners. (40)
We have made a public Declaration of Friendship! (9)
We have made Declarations of Friendship with the same leaders! (8)
We have similar Social Policies. (3)
We have shared embassies. (1)
Our real approach is Friendly.
You have made a Declaration of Friendship with one of their enemies! (-13)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,81,{},1761650322,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,24,0,"[""OpinionFrom1"",""OpinionTo1""]","We have made Declarations of Friendship with the same leaders!
We have divergent Social Policies.
They desire friendly relations with our empire.
You have denounced a leader they made a Declaration of Friendship with!","We are trade partners. (40)
We have made Declarations of Friendship with the same leaders! (8)
Our real approach is Friendly.
We have divergent Social Policies. (-3)
You have made a Declaration of Friendship with one of their enemies! (-13)","We have made Declarations of Friendship with the same leaders!
We have similar Social Policies.
You are not competing for the favor of the same City-States.
You have no contested borders.
They have some early concerns about your warmongering. (They furiously abhor warmongers!)
You killed or captured their civilians!
You are competing for World Wonders.
We have denounced each other!
You are at war!","We have made Declarations of Friendship with the same leaders! (8)
We have similar Social Policies. (3)
Our real approach is Hostile.
You are at war! (-99999)","Our top friend: Korea
Our top Competitor: Venice",,"We have made a public Declaration of Friendship!
We have similar Social Policies.
They desire friendly relations with our empire.
You have denounced a leader they made a Declaration of Friendship with!","We are trade partners. (40)
We have made a public Declaration of Friendship! (9)
We have similar Social Policies. (3)
Our real approach is Friendly.
You have made a Declaration of Friendship with one of their enemies! (-13)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,81,{},1761650324,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,39,0,"[""OpinionFrom1""]","We have made a public Declaration of Friendship!
We have made Declarations of Friendship with the same leaders!
We have divergent Social Policies.
They desire friendly relations with our empire.","We have made a public Declaration of Friendship! (9)
We have made Declarations of Friendship with the same leaders! (8)
Our real approach is Friendly.
We have divergent Social Policies. (-3)","We have made a public Declaration of Friendship!
We have made Declarations of Friendship with the same leaders!
We have similar Social Policies.
We have shared embassies.
They desire friendly relations with our empire.
You have made a Declaration of Friendship with one of their enemies!","We are trade partners. (40)
We have made a public Declaration of Friendship! (9)
We have made Declarations of Friendship with the same leaders! (8)
We have similar Social Policies. (3)
We have shared embassies. (1)
Our real approach is Friendly.
You have denounced a leader they made a Declaration of Friendship with! (-11)","We have made a public Declaration of Friendship!
We have similar Social Policies.
They desire friendly relations with our empire.
You have made a Declaration of Friendship with one of their enemies!","We are trade partners. (40)
We have made a public Declaration of Friendship! (9)
We have similar Social Policies. (3)
Our real approach is Friendly.
You have denounced a leader they made a Declaration of Friendship with! (-11)","Our top friend: The Ottomans
Our top Competitor: None",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
