ID,Turn,Payload,CreatedAt,Player0,Player1,Player2,Player3,Player4,Player5,Player6,Player7,Player8,Player9,Player10,Player11,Player12,Player13,Player14,Player15,Player16,Player17,Player18,Player19,Player20,Player21,PlayerID,ZoneID,Territory,Dominance,Domain,Posture,AreaID,City,CenterX,CenterY,Plots,Value,FriendlyStrength,EnemyStrength,NeutralStrength,Neighbors,Units
1352,165,{},1761652299,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1904,Friendly,Friendly,Land,Counterattack,14,Konya,3,18,13,30,12150,0,0,"[-1904,-2108,2108,-1033]","{""The Ottomans"":{""Horseman"":1}}"
1353,165,{},1761652299,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1991,Neutral,Friendly,Land,Attrition,1,Kaesong,14,23,12,3,11346,0,6812,"[1033,-1033,-1991,-1037,1037,1038]","{""Barbarians"":{""Spearman"":1}}"
1354,165,{},1761652299,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2108,Friendly,Friendly,Land,Counterattack,22,Samsun,1,22,23,3,28287,0,0,"[-2108,2676,1904,-1904,-2676]","{""Barbarians"":{""Knight"":1,""Spearman"":1},""The Ottomans"":{""Crossbowman"":1,""Composite Bowman"":1}}"
1355,165,{},1761652299,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2514,Friendly,Friendly,Land,Counterattack,24,Gaziantep,6,25,18,3,23003,0,0,"[2676,-2514,-2108,1037,100011]","{""The Ottomans"":{""Crossbowman"":1}}"
1356,165,{},1761652299,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2676,Friendly,Friendly,Land,Counterattack,14,Diyarbakir,3,28,31,36,16844,0,0,"[2108,-2676,2514,100011,-100014]","{""The Ottomans"":{""Crossbowman"":1}}"
1357,165,{},1761652299,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2108,Friendly,Friendly,Sea,Counterattack,0,Samsun,56,22,18,1,15869,0,0,"[-1904,2108,1904,-2514,2514,-100005,-2676]","{""The Ottomans"":{""Pikeman"":1,""Liburna"":1}}"
1358,165,{},1761652299,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1029,Friendly,Friendly,Sea,Counterattack,8,Istanbul,5,13,8,20,15190,0,0,"[-1179,-1904,1029,-1033]","{""The Ottomans"":{""Longswordsman"":1}}"
1359,165,{},1761652299,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1033,Neutral,Friendly,Sea,Attrition,0,Ormus,8,18,14,10,22595,0,2794,"[-1904,1904,-1029,-2514,1033,-1037,-1991,-1256,1991,1256]","{""City-State Ormus"":{""Trireme"":1,""Liburna"":1}}"
1360,165,{},1761652299,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1904,Friendly,Friendly,Sea,Counterattack,0,Konya,2,16,29,10,22745,0,0,"[-1179,1904,-2108,-1029,2108,-1033,-2514,-100005]","{""The Ottomans"":{""Trireme"":3}}"
1361,165,{},1761652299,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1037,Neutral,Friendly,Sea,Attrition,0,Lhasa,10,23,6,10,22717,0,6202,"[-2514,-1033,1037,-1991,1991]","{""City-State Lhasa"":{""Liburna"":1}}"
1362,165,{},1761652299,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2514,Friendly,Friendly,Sea,Counterattack,0,Gaziantep,6,22,10,8,23495,0,0,"[-2108,2514,-1904,-1033,1033,-1037,1037]","{""The Ottomans"":{""Liburna"":1}}"
1363,166,{},1761652326,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1029,Friendly,Friendly,Land,Counterattack,1,Istanbul,7,11,27,60,25256,0,0,"[-1179,1179,-1029,1247,1033,1256,1172]","{""The Ottomans"":{""Trebuchet"":1,""Crossbowman"":1,""Horseman"":1}}"
1364,166,{},1761652326,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1033,Neutral,Friendly,Land,Attrition,1,Ormus,9,18,19,30,20955,0,4344,"[-2514,-1033,1029,1256,1991,-1991]","{""City-State Ormus"":{""Pikeman"":1,""Spearman"":1},""Barbarians"":{""Composite Bowman"":1}}"
1365,166,{},1761652326,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1040,Neutral,Friendly,Land,Attrition,1,Geneva,5,4,18,18,19744,0,3435,"[-1040,1179,1247]","{""Barbarians"":{""Spearman"":1}}"
1366,166,{},1761652326,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1179,Friendly,Friendly,Land,Counterattack,1,Edirne,4,9,10,30,22853,0,0,"[-1179,1040,1029]","{""The Ottomans"":{""Trebuchet"":1}}"
1367,166,{},1761652326,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1247,Friendly,Friendly,Land,Counterattack,1,Ankara,9,6,38,36,21102,0,0,"[1040,1029,-1247,1531,1172]","{""The Ottomans"":{""Trebuchet"":1,""Pikeman"":1}}"
1368,166,{},1761652326,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1531,Friendly,Friendly,Land,Counterattack,1,Bursa,14,5,37,36,18905,0,1200,"[1247,-1531,1172,1039,1032]","{""City-State Nippur"":{""Spearman"":1},""The Ottomans"":{""Scout"":1,""Heavy Skirmisher"":1}}"
1369,166,{},1761652326,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1904,Friendly,Friendly,Land,Counterattack,14,Konya,3,18,13,30,12483,0,0,"[-1904,-2108,2108,-1033]","{""The Ottomans"":{""Horseman"":1}}"
1370,166,{},1761652326,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1991,Neutral,Friendly,Land,Attrition,1,Kaesong,14,23,12,3,11876,0,6944,"[1033,-1033,-1991,-1037,1037,1038]","{""Barbarians"":{""Spearman"":1}}"
1371,166,{},1761652326,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2108,Friendly,Friendly,Land,Counterattack,22,Samsun,1,22,23,3,29701,0,0,"[-2108,2676,1904,-1904,-2676]","{""Barbarians"":{""Knight"":1},""The Ottomans"":{""Composite Bowman"":1}}"
1372,166,{},1761652326,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2514,Friendly,Friendly,Land,Counterattack,24,Gaziantep,6,25,18,3,21890,0,0,"[2676,-2514,-2108,1037,100011]","{""The Ottomans"":{""Crossbowman"":1,""Pikeman"":1}}"
1373,166,{},1761652326,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2676,Friendly,Friendly,Land,Counterattack,14,Diyarbakir,3,28,31,18,18968,0,0,"[2108,-2676,2514,100011,-100014]","{""The Ottomans"":{""Crossbowman"":2}}"
1374,166,{},1761652326,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2108,Friendly,Friendly,Sea,Counterattack,0,Samsun,56,22,18,1,19417,0,0,"[-1904,2108,1904,-2514,2514,-100005,-2676]","{""The Ottomans"":{""Liburna"":2}}"
1375,166,{},1761652326,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1033,Neutral,Friendly,Sea,Attrition,0,Ormus,8,18,14,10,21457,0,2994,"[-1904,1904,-1029,-2514,1033,-1037,-1991,-1256,1991,1256]","{""City-State Ormus"":{""Trireme"":1,""Liburna"":1}}"
1376,166,{},1761652326,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1904,Friendly,Friendly,Sea,Counterattack,0,Konya,2,16,29,10,22745,0,0,"[-1179,1904,-2108,-1029,2108,-1033,-2514,-100005]","{""The Ottomans"":{""Trireme"":3,""Longswordsman"":1}}"
1377,167,{},1761652359,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1029,Friendly,Friendly,Land,Counterattack,1,Istanbul,7,11,27,60,23790,0,0,"[-1179,1179,-1029,1247,1033,1256,1172]","{""The Ottomans"":{""Trebuchet"":1,""Crossbowman"":1,""Horseman"":1}}"
1378,167,{},1761652359,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1033,Neutral,Friendly,Land,Attrition,1,Ormus,9,18,19,30,13200,0,4746,"[-2514,-1033,1029,1256,1991,-1991]","{""City-State Ormus"":{""Pikeman"":1,""Spearman"":1},""Barbarians"":{""Composite Bowman"":1}}"
1379,167,{},1761652359,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1040,Neutral,Friendly,Land,Attrition,1,Geneva,5,4,18,36,22228,0,3315,"[-1040,1179,1247]","{""Barbarians"":{""Spearman"":1},""City-State Geneva"":{""Longswordsman"":1}}"
1380,167,{},1761652359,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1179,Friendly,Friendly,Land,Counterattack,1,Edirne,4,9,10,30,25390,0,0,"[-1179,1040,1029]","{""The Ottomans"":{""Trebuchet"":1}}"
1381,167,{},1761652359,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1247,Friendly,Friendly,Land,Counterattack,1,Ankara,9,6,38,42,28942,0,0,"[1040,1029,-1247,1531,1172]","{""The Ottomans"":{""Trebuchet"":1,""Pikeman"":1}}"
1382,167,{},1761652359,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1531,Friendly,Friendly,Land,Counterattack,1,Bursa,14,5,37,36,15690,0,1200,"[1247,-1531,1172,1039,1032]","{""City-State Nippur"":{""Spearman"":1},""The Ottomans"":{""Scout"":1,""Heavy Skirmisher"":1}}"
1383,167,{},1761652359,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1904,Friendly,Friendly,Land,Counterattack,14,Konya,3,18,13,30,17585,0,0,"[-1904,-2108,2108,-1033]","{""The Ottomans"":{""Longswordsman"":1,""Horseman"":1}}"
1384,167,{},1761652359,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1991,Neutral,Friendly,Land,Attrition,1,Kaesong,14,23,12,3,10863,0,5491,"[1033,-1033,-1991,-1037,1037,1038]","{""Barbarians"":{""Spearman"":1}}"
1385,167,{},1761652359,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2108,Friendly,Friendly,Land,Counterattack,22,Samsun,1,22,23,3,30838,0,0,"[-2108,2676,1904,-1904,-2676]","{""Barbarians"":{""Knight"":1},""The Ottomans"":{""Crossbowman"":1,""Composite Bowman"":1}}"
1386,167,{},1761652359,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2514,Friendly,Friendly,Land,Counterattack,24,Gaziantep,6,25,18,3,25563,0,0,"[2676,-2514,-2108,1037,100011]","{""The Ottomans"":{""Crossbowman"":1}}"
1387,167,{},1761652359,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2676,Friendly,Friendly,Land,Counterattack,14,Diyarbakir,3,28,31,24,23866,0,0,"[2108,-2676,2514,100011,-100014]","{""The Ottomans"":{""Crossbowman"":1}}"
1388,167,{},1761652359,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1904,Friendly,Friendly,Sea,Counterattack,0,Konya,2,16,29,10,26157,0,0,"[-1179,1904,-2108,-1029,2108,-1033,-2514,-100005]","{""The Ottomans"":{""Trireme"":3}}"
1389,167,{},1761652359,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2514,Friendly,Friendly,Sea,Counterattack,0,Gaziantep,6,22,10,8,23495,0,0,"[-2108,2514,-1904,-1033,1033,-1037,1037]","{""The Ottomans"":{""Pikeman"":1,""Liburna"":2}}"
1390,167,{},1761652359,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1033,Neutral,Friendly,Sea,Attrition,0,Ormus,8,18,14,10,14115,0,3697,"[-1904,1904,-1029,-2514,1033,-1037,-1991,-1256,1991,1256]","{""City-State Ormus"":{""Trireme"":1,""Liburna"":1}}"
1391,168,{},1761652380,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1029,Friendly,Friendly,Land,Counterattack,1,Istanbul,7,11,27,60,20318,0,0,"[-1179,1179,-1029,1247,1033,1256,1172]","{""The Ottomans"":{""Trebuchet"":1,""Crossbowman"":1,""Horseman"":1}}"
1392,168,{},1761652380,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1033,Neutral,Friendly,Land,Attrition,1,Ormus,9,18,19,30,26375,0,4974,"[-2514,-1033,1029,1256,1991,-1991]","{""City-State Ormus"":{""Pikeman"":2}}"
1393,168,{},1761652380,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1040,Neutral,Friendly,Land,Attrition,1,Geneva,5,4,18,36,24522,0,3315,"[-1040,1179,1247]","{""Barbarians"":{""Spearman"":1},""City-State Geneva"":{""Longswordsman"":1,""Composite Bowman"":1}}"
1394,168,{},1761652380,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1179,Friendly,Friendly,Land,Counterattack,1,Edirne,4,9,10,30,19803,0,0,"[-1179,1040,1029]","{""The Ottomans"":{""Trebuchet"":1}}"
1395,168,{},1761652380,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1247,Friendly,Friendly,Land,Counterattack,1,Ankara,9,6,38,36,21012,0,0,"[1040,1029,-1247,1531,1172]","{""The Ottomans"":{""Longswordsman"":1,""Trebuchet"":1,""Pikeman"":1}}"
1396,168,{},1761652380,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1531,Friendly,Friendly,Land,Counterattack,1,Bursa,14,5,37,36,13696,0,1200,"[1247,-1531,1172,1039,1032]","{""The Ottomans"":{""Scout"":1,""Heavy Skirmisher"":1}}"
1397,168,{},1761652380,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1904,Friendly,Friendly,Land,Counterattack,14,Konya,3,18,13,30,15946,0,0,"[-1904,-2108,2108,-1033]","{""The Ottomans"":{""Longswordsman"":1,""Horseman"":1}}"
1398,168,{},1761652380,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1991,Neutral,Friendly,Land,Attrition,1,Kaesong,14,23,12,3,13883,0,5792,"[1033,-1033,-1991,-1037,1037,1038]","{""Barbarians"":{""Spearman"":1}}"
1399,168,{},1761652380,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2108,Friendly,Friendly,Land,Counterattack,22,Samsun,1,22,23,3,28415,0,0,"[-2108,2676,1904,-1904,-2676]","{""Barbarians"":{""Knight"":1},""The Ottomans"":{""Crossbowman"":2}}"
1400,168,{},1761652380,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2514,Friendly,Friendly,Land,Counterattack,24,Gaziantep,6,25,18,3,27177,0,0,"[2676,-2514,-2108,1037,100011]","{""The Ottomans"":{""Crossbowman"":1,""Pikeman"":1}}"
1401,168,{},1761652380,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2676,Friendly,Friendly,Land,Counterattack,14,Diyarbakir,3,28,31,24,14580,0,0,"[2108,-2676,2514,100011,-100014]","{""The Ottomans"":{""Crossbowman"":1}}"
1402,168,{},1761652380,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2514,Friendly,Friendly,Sea,Counterattack,0,Gaziantep,6,22,10,8,24560,0,0,"[-2108,2514,-1904,-1033,1033,-1037,1037]","{""The Ottomans"":{""Liburna"":2}}"
1403,168,{},1761652380,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1033,Neutral,Friendly,Sea,Attrition,0,Ormus,8,18,14,10,23677,0,3939,"[-1904,1904,-1029,-2514,1033,-1037,-1991,-1256,1991,1256]","{""City-State Ormus"":{""Trireme"":1,""Liburna"":1},""Barbarians"":{""Composite Bowman"":1}}"
1404,168,{},1761652380,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1904,Friendly,Friendly,Sea,Counterattack,0,Konya,2,16,29,10,22660,0,0,"[-1179,1904,-2108,-1029,2108,-1033,-2514,-100005]","{""The Ottomans"":{""Trireme"":3}}"
1405,169,{},1761652426,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1029,Friendly,Friendly,Land,Counterattack,1,Istanbul,7,11,27,60,24278,0,0,"[-1179,1179,-1029,1247,1033,1256,1172]","{""The Ottomans"":{""Trebuchet"":1,""Crossbowman"":1}}"
1406,169,{},1761652426,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1033,Neutral,Friendly,Land,Attrition,1,Ormus,9,18,19,30,20944,0,8816,"[-2514,-1033,1029,1256,1991,-1991]","{""City-State Ormus"":{""Pikeman"":2},""Barbarians"":{""Composite Bowman"":1}}"
1407,169,{},1761652426,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1040,Neutral,Friendly,Land,Attrition,1,Geneva,5,4,18,36,24511,0,3315,"[-1040,1179,1247]","{""Barbarians"":{""Spearman"":1,""Composite Bowman"":1},""City-State Geneva"":{""Longswordsman"":1,""Composite Bowman"":1}}"
1408,169,{},1761652426,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1179,Friendly,Friendly,Land,Counterattack,1,Edirne,4,9,10,30,25043,0,0,"[-1179,1040,1029]","{""The Ottomans"":{""Trebuchet"":1}}"
1409,169,{},1761652426,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1247,Friendly,Friendly,Land,Counterattack,1,Ankara,9,6,38,42,32260,0,0,"[1040,1029,-1247,1531,1172]","{""The Ottomans"":{""Longswordsman"":1,""Trebuchet"":1,""Pikeman"":1,""Horseman"":1}}"
1410,169,{},1761652426,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1531,Friendly,Friendly,Land,Counterattack,1,Bursa,14,5,37,36,13058,0,1200,"[1247,-1531,1172,1039,1032]","{""The Ottomans"":{""Scout"":1,""Heavy Skirmisher"":1}}"
1411,169,{},1761652426,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1904,Friendly,Friendly,Land,Counterattack,14,Konya,3,18,13,30,14466,0,0,"[-1904,-2108,2108,-1033]","{""The Ottomans"":{""Horseman"":1}}"
1412,169,{},1761652426,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1991,Neutral,Friendly,Land,Attrition,1,Kaesong,14,23,12,3,18673,0,4969,"[1033,-1033,-1991,-1037,1037,1038]","{""Barbarians"":{""Spearman"":1}}"
1413,169,{},1761652426,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2108,Friendly,Friendly,Land,Counterattack,22,Samsun,1,22,23,3,32300,0,0,"[-2108,2676,1904,-1904,-2676]","{""The Ottomans"":{""Crossbowman"":1}}"
1414,169,{},1761652426,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2514,Friendly,Friendly,Land,Counterattack,24,Gaziantep,6,25,18,3,32136,0,0,"[2676,-2514,-2108,1037,100011]","{""The Ottomans"":{""Crossbowman"":1,""Pikeman"":1}}"
1415,169,{},1761652426,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2676,Friendly,Friendly,Land,Counterattack,14,Diyarbakir,3,28,31,24,17440,0,0,"[2108,-2676,2514,100011,-100014]","{""The Ottomans"":{""Crossbowman"":2}}"
1416,169,{},1761652426,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1179,Friendly,Friendly,Sea,Counterattack,0,Edirne,1,10,27,10,15821,0,0,"[-1040,-1904,1179,-1029,1029,-100003,-100005]","{""The Ottomans"":{""Trireme"":1}}"
1417,169,{},1761652426,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1029,Friendly,Friendly,Sea,Counterattack,8,Istanbul,5,13,8,20,13916,0,0,"[-1179,-1904,1029,-1033]","{""The Ottomans"":{""Liburna"":1}}"
1418,169,{},1761652426,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1033,Neutral,Friendly,Sea,Attrition,0,Ormus,8,18,14,10,30590,0,6858,"[-1904,1904,-1029,-2514,1033,-1037,-1991,-1256,1991,1256]","{""City-State Ormus"":{""Trireme"":1},""The Ottomans"":{""Trireme"":1}}"
1419,169,{},1761652426,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1037,Neutral,Friendly,Sea,Attrition,0,Lhasa,10,23,6,10,36196,0,7909,"[-2514,-1033,1037,-1991,1991]","{""City-State Ormus"":{""Liburna"":1}}"
1420,169,{},1761652426,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2514,Friendly,Friendly,Sea,Counterattack,0,Gaziantep,6,22,10,8,28840,0,0,"[-2108,2514,-1904,-1033,1033,-1037,1037]","{""The Ottomans"":{""Trireme"":1,""Liburna"":1}}"
1421,169,{},1761652426,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2108,Friendly,Friendly,Sea,Counterattack,0,Samsun,56,22,18,1,18600,0,0,"[-1904,2108,1904,-2514,2514,-100005,-2676]","{""The Ottomans"":{""Longswordsman"":1,""Liburna"":1}}"
1422,170,{},1761652448,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1029,Friendly,Friendly,Land,Counterattack,1,Istanbul,7,11,27,60,24475,0,1530,"[-1179,1179,-1029,1247,1033,1256,1172]","{""The Ottomans"":{""Trebuchet"":1,""Crossbowman"":1}}"
1423,170,{},1761652448,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1033,Neutral,Friendly,Land,Attrition,1,Ormus,9,18,19,30,21111,0,8186,"[-2514,-1033,1029,1256,1991,-1991]","{""City-State Ormus"":{""Pikeman"":2}}"
1424,170,{},1761652448,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1037,Neutral,Friendly,Land,Attrition,32,Lhasa,10,26,25,15,35266,0,7465,"[2514,100011,-2514,1038,-1037,1991]","{""Barbarians"":{""Spearman"":1}}"
1425,170,{},1761652448,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1040,Neutral,Friendly,Land,Attrition,1,Geneva,5,4,18,36,30274,0,3315,"[-1040,1179,1247]","{""Barbarians"":{""Composite Bowman"":1},""City-State Geneva"":{""Longswordsman"":1,""Pikeman"":1,""Composite Bowman"":1},""The Ottomans"":{""Longswordsman"":1,""Pikeman"":1}}"
1426,170,{},1761652448,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1179,Friendly,Friendly,Land,Counterattack,1,Edirne,4,9,10,36,23030,0,0,"[-1179,1040,1029]","{""The Ottomans"":{""Trebuchet"":1}}"
1427,170,{},1761652448,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1247,Friendly,Friendly,Land,Counterattack,1,Ankara,9,6,38,42,29996,0,0,"[1040,1029,-1247,1531,1172]","{""The Ottomans"":{""Trebuchet"":1,""Horseman"":1}}"
1428,170,{},1761652448,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1531,Friendly,Friendly,Land,Counterattack,1,Bursa,14,5,37,36,15280,0,1200,"[1247,-1531,1172,1039,1032]","{""The Ottomans"":{""Scout"":1,""Heavy Skirmisher"":1}}"
1429,170,{},1761652448,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1904,Friendly,Friendly,Land,Counterattack,14,Konya,3,18,13,24,9050,0,1530,"[-1904,-2108,2108,-1033]","{""The Ottomans"":{""Trireme"":1,""Horseman"":1}}"
1430,170,{},1761652448,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1991,Neutral,Friendly,Land,Attrition,1,Kaesong,14,23,12,3,17211,0,8029,"[1033,-1033,-1991,-1037,1037,1038]","{""Korea"":{""Explorer"":1}}"
1431,170,{},1761652448,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2108,Friendly,Friendly,Land,Counterattack,22,Samsun,1,22,23,3,34237,0,0,"[-2108,2676,1904,-1904,-2676]","{""The Ottomans"":{""Longswordsman"":1}}"
1432,170,{},1761652448,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2514,Friendly,Friendly,Land,Counterattack,24,Gaziantep,6,25,18,3,35113,0,0,"[2676,-2514,-2108,1037,100011]","{""The Ottomans"":{""Crossbowman"":2}}"
1433,170,{},1761652448,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2676,Friendly,Friendly,Land,Counterattack,14,Diyarbakir,3,28,31,24,26774,0,0,"[2108,-2676,2514,100011,-100014]","{""The Ottomans"":{""Crossbowman"":2,""Pikeman"":1}}"
1434,170,{},1761652448,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1029,Friendly,Friendly,Sea,Counterattack,8,Istanbul,5,13,8,20,19060,0,0,"[-1179,-1904,1029,-1033]","{""The Ottomans"":{""Trireme"":1}}"
1435,170,{},1761652448,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1033,Neutral,Friendly,Sea,Attrition,0,Ormus,8,18,14,10,31050,0,6921,"[-1904,1904,-1029,-2514,1033,-1037,-1991,-1256,1991,1256]","{""City-State Ormus"":{""Trireme"":1,""Liburna"":1}}"
1436,170,{},1761652448,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1904,Friendly,Friendly,Sea,Counterattack,0,Konya,2,16,29,8,16415,0,0,"[-1179,1904,-2108,-1029,2108,-1033,-2514,-100005]","{""The Ottomans"":{""Trireme"":1,""Liburna"":1}}"
1437,170,{},1761652448,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1037,Neutral,Friendly,Sea,Attrition,0,Lhasa,10,23,6,5,33640,0,4570,"[-2514,-1033,1037,-1991,1991]","{""City-State Lhasa"":{""Galleass"":1}}"
