ID,Turn,Payload,CreatedAt,Player0,Player1,Player2,Player3,Player4,Player5,Player6,Player7,Player8,Player9,Player10,Player11,Player12,Player13,Player14,Player15,Player16,Player17,Player18,Player19,Player20,Player21,Key,Version,IsLatest,Changes,Technology,Rationale
64,250,{},1761655287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,"[""Rationale""]",Steel,"The battle for Seoul is critical - Indonesia has 892 strength vs our 435, and they just built a Circus there boosting their defenses. Our Field Guns (40 ranged) are helping but we need more to overcome entrenched Indonesian forces. Steel unlocks additional Field Gun production to replace our remaining Cannons, giving us the siege advantage needed to break through Seoul's defenses. With Indonesia at 50% domination victory control, we cannot afford to lose momentum - every turn we delay gives them time to consolidate their position."
65,251,{},1761655327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,"[""Rationale""]",Steel,"Steel is critical for the Seoul battle - our Field Guns (40 ranged strength) are effective but Indonesia still outnumbers us 1001 vs 420 in the Seoul zone. Steel enables more Field Gun production to replace remaining Cannons, giving us the siege advantage needed to break through entrenched Indonesian defenses before Indonesia consolidates their 50% domination victory control."
66,258,{},1761655563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,"[""Rationale""]",Steel,"Steel is absolutely critical for the Seoul battle. Our current Field Gun advantage (40 vs 29 ranged) isn't enough against Indonesia's 792 vs 644 strength advantage. Steel enables upgrading our remaining Cannons to Field Guns, giving us superior siege firepower to break Seoul's 77% Health defense. Indonesia is researching advanced techs while we're at Military Science - Steel ( unlocks better production speed and unit strength) is our only path to overcoming entrenched Indonesian field guns and securing Seoul before Indonesia consolidates their 50% Domination Victory control."
67,259,{},1761655598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,"[""Technology"",""Rationale""]",Banking,"Banking provides Banks (Gold bonus) and Constabularies (spy defense) which are crucial now. With Indonesia at 50% Domination Victory, I need Banks to boost Gold income for emergency military purchases and continued war funding. Constabularies protect against Indonesian espionage given our ongoing war. This supports our GsConquest strategy by ensuring we can afford the war effort despite 35% war weariness penalties, while also securing our technology from Indonesian theft attempts."
68,261,{},1761655657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,"[""Technology"",""Rationale""]",Printing Press,"Printing Press is critical for our war effort against Indonesia's 50% Domination Victory threat. It enables Diplomatic Units that ignore terrain costs - essential for coordinating with our Venice defensive pact ally and moving envoys to contested city-states rapidly. Also leads to Architecture for better defenses and Economics to offset our war costs. Indonesia is already Industrial Era, so we cannot afford to fall behind on key technologies while fighting this existential threat."
69,264,{},1761655737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,"[""Rationale""]",Printing Press,"Printing Press is absolutely critical for our existential war against Indonesia. With Indonesia at 50% Domination Victory, we cannot afford to fall behind. This technology enables Diplomatic Units that ignore terrain costs - game-changing for coordinating with our Venice defensive pact ally and rapidly moving envoys to contested Indonesian city-state allies like Ormus, Geneva, Nippur, Marrakech, Dublin. Indonesia already controls 5 major city-states (Ormus, Dublin, Marrakech, Nippur, Geneva) with massive delegate advantages (14 vs our 5). We need diplomatic mobility to break this dominance. Printing Press also leads to Architecture for better defensive structures and Economics to offset war costs. The terrain-ignoring diplomatic units could be decisive in preventing Indonesia from reaching 75% Domination Victory by denying them additional allied city-states."
70,265,{},1761655776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,"[""Technology"",""Rationale""]",Economics,"Economics provides an additional Trade Route - crucial for maintaining economic pressure while funding our total war against Indonesia. With Indonesia at 50% Domination Victory (2/4 capitals controlled), we need maximum economic flexibility to sustain the military push for Seoul and Jakarta. The Windmill production bonus will help accelerate Field Gun/Janissary production, and extra gold can fund diplomatic efforts to break Indonesia's city-state stranglehold (5 allies vs our 1) that gives them 14 vs 5 World Congress delegate advantage."
71,271,{},1761655954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,"[""Technology"",""Rationale""]",Architecture,"Choosing Architecture over Acoustics despite our conquest focus because Wonders available in this tree (like Chichen Itza, Taj Mahal, Oxford University) provide critical bonuses: Chichen Itza gives 15% combat bonus to all units for siege operations, Taj Mahal provides free Golden Age +20% production during wartime, and Oxford University boosts Science for faster military tech progression. With Indonesia at 50% Domination Victory, we need every advantage to break Seoul (48 def) and Jakarta (51 def). Architecture's wonder bonuses will significantly enhance our military effectiveness more than Acoustics' cultural Opera House."
72,276,{},1761656098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,"[""Technology"",""Rationale""]",Scientific Theory,"Scientific Theory is critical for our military buildup against Indonesia's 50% Domination Victory threat. It unlocks Public Schools for higher Science output and leads to Archaeology and Fertilizer, accelerating us toward superior military technologies. While Acoustics provides culture, we need the technological edge to break through Seoul's 48 Defense and Jakarta's 51 Defense. Our 8-turn Golden Age window combined with Scientific Theory's science boost will maximize our research rate for critical military tech."
73,283,{},1761656300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0,"[""Technology"",""Rationale""]",Acoustics,"With Golden Age ending this turn and Indonesia at 50% Domination Victory, Railroad (from Acoustics branch) provides critical strategic mobility for rapid troop redeployment. Indonesia is distracted fighting Venice (90% winning), giving us window to capitalize. Railroad allows faster concentration of forces against Seoul (55 Defense) and Jakarta (40 Defense) before our Golden Age combat bonus expires. Archaeology would support cultural victory but Military conquest remains highest priority given immediate threat level."
74,289,{},1761656484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,"[""Technology"",""Rationale""]",Railroad,"Railroad is critical for our war effort against Indonesia's 75% Domination Victory threat. The +50% production in cities with Railroads will dramatically accelerate military unit production for the final push. Additional Trade Route provides more economic resources to sustain total war. Most importantly, faster unit movement allows rapid redeployment of our Field Guns and siege forces to threaten Seoul (55 Defense) and Jakarta (40 Defense) before Indonesia can consolidate their victory. Our existing Coal resources (14) ensure immediate availability without resource constraints."
75,293,{},1761656617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,"[""Technology"",""Rationale""]",Steam Power,"Steam Power is critical for our defense against Indonesia's 75% Domination Victory threat. Revealing Coal (we have 14) enables access to Industrialization and Dynamite - the latter provides Artillery units with devastating 60 Ranged Strength that can neutralize Indonesia's technological advantage. Our current military struggles against Indonesian Forces need serious firepower reinforcement, especially as they continue assaulting our cities like Marsin. Steam Power also enhances our Production capacity for faster unit replacement, crucial given our combat losses this turn."
76,296,{},1761656730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,"[""Rationale""]",Steam Power,Steam Power is absolutely essential after Malatya's capture. Indonesia's 75% Domination Victory threat requires immediate access to Artillery (60 Ranged Strength) via Dynamite to counter their Gatling Guns (44 Ranged) and naval dominance. Our current Field Guns (40 Ranged) are insufficient against their technological superiority. Steam Power reveals our substantial Coal reserves (14) for production boosts and leads to Industrialization for enhanced economic capacity. Naval vessel upgrades are critical as Indonesia continues coastal assaults - we lost a Frigate last turn and need stronger warships to protect remaining coastal cities from their Ironclad fleet.
77,298,{},1761656802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,"[""Technology"",""Rationale""]",Dynamite,Indonesia's navy dominates with Ironclads (55 Strength) vs our Corvettes/Frigates (40/25 Strength). Steam Power alone is insufficient - we need Dynamite to unlock Artillery for superior coastal bombardment against Indonesia's naval superiority. Our Great Bombards need Artillery upgrades to effectively defend coastal cities from Indonesian Ironclads and Cruisers. Indonesia's 75% Domination progress requires immediate technological response before they capture more capitals.
78,304,{},1761657024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,"[""Rationale""]",Dynamite,Indonesia at 75% Domination Victory requires immediate access to Artillery (40 ranged strength) to counter their Gatling Guns and Field Guns. Dynamite technology unlocks Artillery which is critical for breaking Indonesian defensive positions around their remaining targets. Cannot delay - Indonesia could capture their final capital at any moment.
79,306,{},1761657102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,"[""Rationale""]",Dynamite,Indonesia at 75% Domination Victory remains the existential threat requiring immediate Artillery access. Dynamite unlocks Artillery (40 ranged strength) to counter their Gatling Guns (44 ranged) and Field Guns (40 ranged). Cannot delay this research - each turn Indonesia gets closer to capturing their final capital. Artillery is essential for breaking Indonesian defensive positions and counter-attacking their remaining targets.
80,307,{},1761657146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,"[""Rationale""]",Dynamite,Indonesia's 75% Domination Victory progress with Modern era technology requires immediate Artillery access. Dynamite unlocks Artillery (40 ranged strength) to counter their Gatling Guns (44 ranged) and Field Guns (40 ranged). Cannot delay - each turn Indonesia moves closer to capturing their final capital. Artillery is essential for breaking Indonesian defensive positions and counter-attacking their remaining targets.
81,309,{},1761657246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0,"[""Technology"",""Rationale""]",Combustion,"After Dynamite completes, Indonesia's Modern era naval supremacy (Ironclads 55 strength, Cruisers 40/55) requires immediate upgrading. Combustion unlocks Landship (incredibly powerful armored unit that can move after attacking) and Arsenal (+city strength). With Indonesia at 75% Domination Victory, cannot afford delay - each turn their superior navy and land units advance closer to capturing their final capital. Must obtain Landship to match their armored capabilities and Arsenal to strengthen coastal cities against amphibious assaults."
82,312,{},1761657364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,0,"[""Rationale""]",Combustion,"Combustion research must continue as the absolute top priority. Indonesia has Modern era technology with Ironclads (55 strength) overwhelming our Corvettes (40 strength). Completing Combustion unlocks Landships and other critical military units that can actually challenge Indonesia's technological superiority. With Indonesia at 75% Domination victory and threatening multiple win conditions, we cannot afford to delay this crucial technological upgrade that will give us a fighting chance on both land and sea."
83,324,{},1761657855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,"[""Technology"",""Rationale""]",Replaceable Parts,"Critical military research needed - Indonesia has Modern era Riflemen while we still have落后 units. Riflemen (50 Strength) will replace our weaker Janissaries/Fusiliers and can actually counter Indonesia's land forces. With Indonesia just 3 turns from cultural victory and 75% domination victory, we need immediate military parity to survive the existential threat."
84,326,{},1761657947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,"[""Rationale""]",Replaceable Parts,"Game-ending threat from Indonesia requiring Riflemen for military parity. Indonesia has Modern era Riflemen (50 Strength) while our units maximum strength is 40 (Landship/Cavalry). Replaceable Parts enables Riflemen to finally counter Indonesia's overwhelming military advantage. Without Riflemen, we cannot defend against Indonesian Light Tanks and Artillery with our current weaker units. Indonesia is just 3 turns from cultural victory AND 75% domination victory - every turn counts for military survival."
85,330,{},1761658139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,0,"[""Technology"",""Rationale""]",Ballistics,"CRITICAL MILITARY TECHNOLOGY - Facing Indonesian Machine Guns (58 ranged strength) and Light Tanks means we need Anti-Aircraft Guns and Machine Guns urgently. Ballistics provides Machine Gun production essential for matching Indonesian firepower, and Anti-Aircraft Guns for future air threat defense. Replaceable Parts will be completed soon, but Ballistics must come next to counter immediate Indonesian technological superiority in ranged combat. Our Gatling Guns (44 ranged) are outmatched by Indonesian Machine Guns (58) - this technology gap must be closed immediately for survival."
86,332,{},1761658207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,0,"[""Rationale""]",Ballistics,CRITICAL TECHNOLOGY FOR SURVIVAL - Indonesia's cultural victory continues ticking (3-4 turns from Influential status) while fielding Machine Guns (58 ranged strength) and Light Tanks against our Gatling Guns (44 ranged) and Landships. Ballistics gives us Machine Guns to match Indonesian firepower parity and Anti-Aircraft Guns for future air defense. Indonesian economic dominance (1159 GPT vs our 17) and technological superiority require us to close the combat power gap immediately - Honor's combat bonus alone cannot compensate for 14-point ranged strength differences in sustained combat.
87,342,{},1761658576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,1,"[""Technology"",""Rationale""]",Combined Arms,URGENT MILITARY TECHNOLOGICAL PARITY - Indonesia has Light Tanks (60 strength) dominating our Gatling Guns. Combined Arms will unlock Tanks to match their armored units. Current Ballistics research gives Machine Guns (58 ranged) but we still vulnerable to Light Tanks. Need Tanks (strength 60) + Machine Gun upgrades to counter Indonesian armored superiority. Indonesia at 58 techs vs our 50 - must close gap to prevent conquest defeat while they're at 75% domination victory.
