ID,Turn,Payload,CreatedAt,Player0,Player1,Player2,Player3,Player4,Player5,Player6,Player7,Player8,Player9,Player10,Player11,Player12,Player13,Player14,Player15,Player16,Player17,Player18,Player19,Player20,Player21,Key,Version,IsLatest,Changes,DominationVictory,ScienceVictory,CulturalVictory,DiplomaticVictory
102,205,{},1761653661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,0,"[""CulturalVictory""]","{""CapitalsNeeded"":4}",Unlocked in later eras,"{""CivsNeeded"":3,""The Ottomans"":{""Influences"":{""Indonesia"":""Exotic (6%) - Rising Slowly"",""Korea"":""Exotic (16%) - Rising Slowly"",""Venice"":""Exotic (9%) - Rising Slowly""},""PolicyPercentage"":48,""InfluentialCivs"":0},""Indonesia"":{""Influences"":{""Korea"":""Familiar (33%) - Rising (410 turns to Influential)"",""Venice"":""Familiar (37%) - Rising Slowly"",""The Ottomans"":""Familiar (28%) - Rising Slowly""},""PolicyPercentage"":51,""InfluentialCivs"":0},""Korea"":{""Influences"":{""Venice"":""Exotic (6%) - Rising Slowly"",""The Ottomans"":""Exotic (15%) - Rising Slowly""},""PolicyPercentage"":40,""InfluentialCivs"":0},""Venice"":{""Influences"":{""Indonesia"":""Exotic (10%) - Rising Slowly"",""Korea"":""Exotic (17%) - Rising Slowly"",""The Ottomans"":""Exotic (11%) - Rising Slowly""},""PolicyPercentage"":44,""InfluentialCivs"":0}}","{""Korea"":{""Delegates"":2,""VictoryPercentage"":6},""Indonesia"":{""Delegates"":7,""VictoryPercentage"":21},""Venice"":{""Delegates"":2,""VictoryPercentage"":6},""VotesNeeded"":33,""Status"":""World Congress"",""ActiveResolutions"":{},""The Ottomans"":{""Delegates"":2,""VictoryPercentage"":6},""Contender"":""Indonesia""}"
103,206,{},1761653685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,0,"[""CulturalVictory""]","{""CapitalsNeeded"":4}",Unlocked in later eras,"{""CivsNeeded"":3,""The Ottomans"":{""Influences"":{""Indonesia"":""Exotic (7%) - Rising Slowly"",""Korea"":""Exotic (17%) - Rising Slowly"",""Venice"":""Exotic (9%) - Rising Slowly""},""PolicyPercentage"":48,""InfluentialCivs"":0},""Indonesia"":{""Influences"":{""Korea"":""Familiar (36%) - Rising (252 turns to Influential)"",""Venice"":""Familiar (40%) - Rising Slowly"",""The Ottomans"":""Familiar (30%) - Rising Slowly""},""PolicyPercentage"":51,""InfluentialCivs"":0},""Korea"":{""Influences"":{""Venice"":""Exotic (6%) - Rising Slowly"",""The Ottomans"":""Exotic (15%) - Rising Slowly""},""PolicyPercentage"":40,""InfluentialCivs"":0},""Venice"":{""Influences"":{""Indonesia"":""Exotic (9%) - Rising Slowly"",""Korea"":""Exotic (17%) - Rising Slowly"",""The Ottomans"":""Exotic (11%) - Rising Slowly""},""PolicyPercentage"":44,""InfluentialCivs"":0}}","{""Korea"":{""Delegates"":2,""VictoryPercentage"":6},""Indonesia"":{""Delegates"":7,""VictoryPercentage"":21},""Venice"":{""Delegates"":2,""VictoryPercentage"":6},""VotesNeeded"":33,""Status"":""World Congress"",""ActiveResolutions"":{},""The Ottomans"":{""Delegates"":2,""VictoryPercentage"":6},""Contender"":""Indonesia""}"
104,207,{},1761653706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,0,"[""CulturalVictory""]","{""CapitalsNeeded"":4}",Unlocked in later eras,"{""CivsNeeded"":3,""The Ottomans"":{""Influences"":{""Indonesia"":""Exotic (7%) - Rising Slowly"",""Korea"":""Exotic (17%) - Rising Slowly"",""Venice"":""Exotic (9%) - Rising Slowly""},""PolicyPercentage"":48,""InfluentialCivs"":0},""Indonesia"":{""Influences"":{""Korea"":""Familiar (37%) - Rising (193 turns to Influential)"",""Venice"":""Familiar (41%) - Rising Slowly"",""The Ottomans"":""Familiar (31%) - Rising Slowly""},""PolicyPercentage"":51,""InfluentialCivs"":0},""Korea"":{""Influences"":{""Venice"":""Exotic (6%) - Rising Slowly"",""The Ottomans"":""Exotic (14%) - Rising Slowly""},""PolicyPercentage"":40,""InfluentialCivs"":0},""Venice"":{""Influences"":{""Indonesia"":""Exotic (10%) - Rising Slowly"",""Korea"":""Exotic (18%) - Rising Slowly"",""The Ottomans"":""Exotic (11%) - Rising Slowly""},""PolicyPercentage"":44,""InfluentialCivs"":0}}","{""Korea"":{""Delegates"":2,""VictoryPercentage"":6},""Indonesia"":{""Delegates"":7,""VictoryPercentage"":21},""Venice"":{""Delegates"":2,""VictoryPercentage"":6},""VotesNeeded"":33,""Status"":""World Congress"",""ActiveResolutions"":{},""The Ottomans"":{""Delegates"":2,""VictoryPercentage"":6},""Contender"":""Indonesia""}"
105,208,{},1761653738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,0,"[""CulturalVictory"",""DiplomaticVictory""]","{""CapitalsNeeded"":4}",Unlocked in later eras,"{""CivsNeeded"":3,""The Ottomans"":{""Influences"":{""Indonesia"":""Exotic (7%) - Rising Slowly"",""Korea"":""Exotic (18%) - Rising Slowly"",""Venice"":""Exotic (9%) - Rising Slowly""},""PolicyPercentage"":51,""InfluentialCivs"":0},""Indonesia"":{""Influences"":{""Korea"":""Familiar (37%) - Rising (203 turns to Influential)"",""Venice"":""Familiar (41%) - Rising Slowly"",""The Ottomans"":""Familiar (31%) - Rising Slowly""},""PolicyPercentage"":51,""InfluentialCivs"":0},""Korea"":{""Influences"":{""Venice"":""Exotic (6%) - Rising Slowly"",""The Ottomans"":""Exotic (14%) - Rising Slowly""},""PolicyPercentage"":40,""InfluentialCivs"":0},""Venice"":{""Influences"":{""Indonesia"":""Exotic (10%) - Rising Slowly"",""Korea"":""Exotic (18%) - Rising Slowly"",""The Ottomans"":""Exotic (11%) - Rising Slowly""},""PolicyPercentage"":44,""InfluentialCivs"":0}}","{""Korea"":{""Delegates"":2,""VictoryPercentage"":6},""Indonesia"":{""Delegates"":8,""VictoryPercentage"":24},""Venice"":{""Delegates"":2,""VictoryPercentage"":6},""VotesNeeded"":33,""Status"":""World Congress"",""ActiveResolutions"":{},""The Ottomans"":{""Delegates"":2,""VictoryPercentage"":6},""Contender"":""Indonesia""}"
106,209,{},1761653759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,0,"[""CulturalVictory""]","{""CapitalsNeeded"":4}",Unlocked in later eras,"{""CivsNeeded"":3,""The Ottomans"":{""Influences"":{""Indonesia"":""Exotic (7%) - Rising Slowly"",""Korea"":""Exotic (18%) - Rising Slowly"",""Venice"":""Exotic (9%) - Rising Slowly""},""PolicyPercentage"":51,""InfluentialCivs"":0},""Indonesia"":{""Influences"":{""Korea"":""Familiar (38%) - Rising (178 turns to Influential)"",""Venice"":""Familiar (41%) - Rising Slowly"",""The Ottomans"":""Familiar (31%) - Rising Slowly""},""PolicyPercentage"":51,""InfluentialCivs"":0},""Korea"":{""Influences"":{""Venice"":""Exotic (6%) - Rising Slowly"",""The Ottomans"":""Exotic (14%) - Rising Slowly""},""PolicyPercentage"":40,""InfluentialCivs"":0},""Venice"":{""Influences"":{""Indonesia"":""Exotic (10%) - Rising Slowly"",""Korea"":""Exotic (18%) - Rising Slowly"",""The Ottomans"":""Exotic (11%) - Rising Slowly""},""PolicyPercentage"":44,""InfluentialCivs"":0}}","{""Korea"":{""Delegates"":2,""VictoryPercentage"":6},""Indonesia"":{""Delegates"":8,""VictoryPercentage"":24},""Venice"":{""Delegates"":2,""VictoryPercentage"":6},""VotesNeeded"":33,""Status"":""World Congress"",""ActiveResolutions"":{},""The Ottomans"":{""Delegates"":2,""VictoryPercentage"":6},""Contender"":""Indonesia""}"
107,210,{},1761653795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,0,"[""CulturalVictory""]","{""CapitalsNeeded"":4}",Unlocked in later eras,"{""CivsNeeded"":3,""The Ottomans"":{""Influences"":{""Indonesia"":""Exotic (7%) - Rising Slowly"",""Korea"":""Exotic (19%) - Rising Slowly"",""Venice"":""Exotic (10%) - Rising Slowly""},""PolicyPercentage"":51,""InfluentialCivs"":0},""Indonesia"":{""Influences"":{""Korea"":""Familiar (38%) - Rising (158 turns to Influential)"",""Venice"":""Familiar (41%) - Rising Slowly"",""The Ottomans"":""Familiar (31%) - Rising Slowly""},""PolicyPercentage"":51,""InfluentialCivs"":0},""Korea"":{""Influences"":{""Venice"":""Exotic (6%) - Rising Slowly"",""The Ottomans"":""Exotic (14%) - Rising Slowly""},""PolicyPercentage"":40,""InfluentialCivs"":0},""Venice"":{""Influences"":{""Indonesia"":""Exotic (10%) - Rising Slowly"",""Korea"":""Exotic (19%) - Rising Slowly"",""The Ottomans"":""Exotic (11%) - Rising Slowly""},""PolicyPercentage"":44,""InfluentialCivs"":0}}","{""Korea"":{""Delegates"":2,""VictoryPercentage"":6},""Indonesia"":{""Delegates"":8,""VictoryPercentage"":24},""Venice"":{""Delegates"":2,""VictoryPercentage"":6},""VotesNeeded"":33,""Status"":""World Congress"",""ActiveResolutions"":{},""The Ottomans"":{""Delegates"":2,""VictoryPercentage"":6},""Contender"":""Indonesia""}"
108,211,{},1761653823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,0,"[""CulturalVictory""]","{""CapitalsNeeded"":4}",Unlocked in later eras,"{""CivsNeeded"":3,""The Ottomans"":{""Influences"":{""Indonesia"":""Exotic (7%) - Rising Slowly"",""Korea"":""Exotic (19%) - Rising Slowly"",""Venice"":""Exotic (10%) - Rising Slowly""},""PolicyPercentage"":51,""InfluentialCivs"":0},""Indonesia"":{""Influences"":{""Korea"":""Familiar (39%) - Rising (145 turns to Influential)"",""Venice"":""Familiar (42%) - Rising Slowly"",""The Ottomans"":""Familiar (32%) - Rising Slowly""},""PolicyPercentage"":51,""InfluentialCivs"":0},""Korea"":{""Influences"":{""Venice"":""Exotic (6%) - Rising Slowly"",""The Ottomans"":""Exotic (14%) - Rising Slowly""},""PolicyPercentage"":40,""InfluentialCivs"":0},""Venice"":{""Influences"":{""Indonesia"":""Exotic (10%) - Rising Slowly"",""Korea"":""Exotic (19%) - Rising Slowly"",""The Ottomans"":""Exotic (11%) - Rising Slowly""},""PolicyPercentage"":48,""InfluentialCivs"":0}}","{""Korea"":{""Delegates"":2,""VictoryPercentage"":6},""Indonesia"":{""Delegates"":8,""VictoryPercentage"":24},""Venice"":{""Delegates"":2,""VictoryPercentage"":6},""VotesNeeded"":33,""Status"":""World Congress"",""ActiveResolutions"":{},""The Ottomans"":{""Delegates"":2,""VictoryPercentage"":6},""Contender"":""Indonesia""}"
109,212,{},1761653845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,0,"[""CulturalVictory""]","{""CapitalsNeeded"":4}",Unlocked in later eras,"{""CivsNeeded"":3,""The Ottomans"":{""Influences"":{""Indonesia"":""Exotic (7%) - Rising Slowly"",""Korea"":""Exotic (19%) - Rising Slowly"",""Venice"":""Exotic (10%) - Rising Slowly""},""PolicyPercentage"":51,""InfluentialCivs"":0},""Indonesia"":{""Influences"":{""Korea"":""Familiar (41%) - Rising (99 turns to Influential)"",""Venice"":""Familiar (44%) - Rising (249 turns to Influential)"",""The Ottomans"":""Familiar (34%) - Rising Slowly""},""PolicyPercentage"":51,""InfluentialCivs"":0},""Korea"":{""Influences"":{""Venice"":""Exotic (6%) - Rising Slowly"",""The Ottomans"":""Exotic (14%) - Rising Slowly""},""PolicyPercentage"":40,""InfluentialCivs"":0},""Venice"":{""Influences"":{""Indonesia"":""Exotic (10%) - Rising Slowly"",""Korea"":""Exotic (19%) - Rising Slowly"",""The Ottomans"":""Exotic (11%) - Rising Slowly""},""PolicyPercentage"":48,""InfluentialCivs"":0}}","{""Korea"":{""Delegates"":2,""VictoryPercentage"":6},""Indonesia"":{""Delegates"":8,""VictoryPercentage"":24},""Venice"":{""Delegates"":2,""VictoryPercentage"":6},""VotesNeeded"":33,""Status"":""World Congress"",""ActiveResolutions"":{},""The Ottomans"":{""Delegates"":2,""VictoryPercentage"":6},""Contender"":""Indonesia""}"
110,213,{},1761653867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,0,"[""CulturalVictory""]","{""CapitalsNeeded"":4}",Unlocked in later eras,"{""CivsNeeded"":3,""The Ottomans"":{""Influences"":{""Indonesia"":""Exotic (7%) - Rising Slowly"",""Korea"":""Exotic (19%) - Rising Slowly"",""Venice"":""Exotic (9%) - Rising Slowly""},""PolicyPercentage"":51,""InfluentialCivs"":0},""Indonesia"":{""Influences"":{""Korea"":""Familiar (42%) - Rising (104 turns to Influential)"",""Venice"":""Familiar (45%) - Rising (239 turns to Influential)"",""The Ottomans"":""Familiar (35%) - Rising Slowly""},""PolicyPercentage"":51,""InfluentialCivs"":0},""Korea"":{""Influences"":{""Venice"":""Exotic (6%) - Rising Slowly"",""The Ottomans"":""Exotic (14%) - Rising Slowly""},""PolicyPercentage"":40,""InfluentialCivs"":0},""Venice"":{""Influences"":{""Indonesia"":""Exotic (10%) - Rising Slowly"",""Korea"":""Exotic (20%) - Rising Slowly"",""The Ottomans"":""Exotic (12%) - Rising Slowly""},""PolicyPercentage"":48,""InfluentialCivs"":0}}","{""Korea"":{""Delegates"":2,""VictoryPercentage"":6},""Indonesia"":{""Delegates"":8,""VictoryPercentage"":24},""Venice"":{""Delegates"":2,""VictoryPercentage"":6},""VotesNeeded"":33,""Status"":""World Congress"",""ActiveResolutions"":{},""The Ottomans"":{""Delegates"":2,""VictoryPercentage"":6},""Contender"":""Indonesia""}"
111,214,{},1761653890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,0,"[""CulturalVictory"",""DiplomaticVictory""]","{""CapitalsNeeded"":4}",Unlocked in later eras,"{""CivsNeeded"":3,""The Ottomans"":{""Influences"":{""Indonesia"":""Exotic (7%) - Rising Slowly"",""Korea"":""Exotic (20%) - Rising Slowly"",""Venice"":""Exotic (9%) - Rising Slowly""},""PolicyPercentage"":51,""InfluentialCivs"":0},""Indonesia"":{""Influences"":{""Korea"":""Familiar (44%) - Rising (76 turns to Influential)"",""Venice"":""Familiar (46%) - Rising (208 turns to Influential)"",""The Ottomans"":""Familiar (36%) - Rising Slowly""},""PolicyPercentage"":51,""InfluentialCivs"":0},""Korea"":{""Influences"":{""Venice"":""Exotic (6%) - Rising Slowly"",""The Ottomans"":""Exotic (13%) - Rising Slowly""},""PolicyPercentage"":40,""InfluentialCivs"":0},""Venice"":{""Influences"":{""Indonesia"":""Exotic (10%) - Rising Slowly"",""Korea"":""Exotic (20%) - Rising Slowly"",""The Ottomans"":""Exotic (11%) - Rising Slowly""},""PolicyPercentage"":48,""InfluentialCivs"":0}}","{""Korea"":{""Delegates"":2,""VictoryPercentage"":6},""Indonesia"":{""Delegates"":7,""VictoryPercentage"":21},""Venice"":{""Delegates"":2,""VictoryPercentage"":6},""VotesNeeded"":33,""Status"":""World Congress"",""ActiveResolutions"":{},""The Ottomans"":{""Delegates"":2,""VictoryPercentage"":6},""Contender"":""Indonesia""}"
112,215,{},1761653915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,0,"[""CulturalVictory""]","{""CapitalsNeeded"":4}",Unlocked in later eras,"{""CivsNeeded"":3,""The Ottomans"":{""Influences"":{""Indonesia"":""Exotic (7%) - Rising Slowly"",""Korea"":""Exotic (20%) - Rising Slowly"",""Venice"":""Exotic (10%) - Rising Slowly""},""PolicyPercentage"":51,""InfluentialCivs"":0},""Indonesia"":{""Influences"":{""Korea"":""Familiar (44%) - Rising (79 turns to Influential)"",""Venice"":""Familiar (47%) - Rising (161 turns to Influential)"",""The Ottomans"":""Familiar (35%) - Rising Slowly""},""PolicyPercentage"":51,""InfluentialCivs"":0},""Korea"":{""Influences"":{""Venice"":""Exotic (6%) - Rising Slowly"",""The Ottomans"":""Exotic (13%) - Rising Slowly""},""PolicyPercentage"":40,""InfluentialCivs"":0},""Venice"":{""Influences"":{""Indonesia"":""Exotic (11%) - Rising Slowly"",""Korea"":""Exotic (20%) - Rising Slowly"",""The Ottomans"":""Exotic (11%) - Rising Slowly""},""PolicyPercentage"":48,""InfluentialCivs"":0}}","{""Korea"":{""Delegates"":2,""VictoryPercentage"":6},""Indonesia"":{""Delegates"":7,""VictoryPercentage"":21},""Venice"":{""Delegates"":2,""VictoryPercentage"":6},""VotesNeeded"":33,""Status"":""World Congress"",""ActiveResolutions"":{},""The Ottomans"":{""Delegates"":2,""VictoryPercentage"":6},""Contender"":""Indonesia""}"
113,216,{},1761653938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,0,"[""CulturalVictory""]","{""CapitalsNeeded"":4}",Unlocked in later eras,"{""CivsNeeded"":3,""The Ottomans"":{""Influences"":{""Indonesia"":""Exotic (7%) - Rising Slowly"",""Korea"":""Exotic (20%) - Rising Slowly"",""Venice"":""Exotic (10%) - Rising Slowly""},""PolicyPercentage"":51,""InfluentialCivs"":0},""Indonesia"":{""Influences"":{""Korea"":""Familiar (44%) - Rising (75 turns to Influential)"",""Venice"":""Familiar (47%) - Rising (182 turns to Influential)"",""The Ottomans"":""Familiar (35%) - Rising Slowly""},""PolicyPercentage"":51,""InfluentialCivs"":0},""Korea"":{""Influences"":{""Venice"":""Exotic (6%) - Rising Slowly"",""The Ottomans"":""Exotic (13%) - Rising Slowly""},""PolicyPercentage"":40,""InfluentialCivs"":0},""Venice"":{""Influences"":{""Indonesia"":""Exotic (11%) - Rising Slowly"",""Korea"":""Exotic (21%) - Rising Slowly"",""The Ottomans"":""Exotic (11%) - Rising Slowly""},""PolicyPercentage"":48,""InfluentialCivs"":0}}","{""Korea"":{""Delegates"":2,""VictoryPercentage"":6},""Indonesia"":{""Delegates"":7,""VictoryPercentage"":21},""Venice"":{""Delegates"":2,""VictoryPercentage"":6},""VotesNeeded"":33,""Status"":""World Congress"",""ActiveResolutions"":{},""The Ottomans"":{""Delegates"":2,""VictoryPercentage"":6},""Contender"":""Indonesia""}"
114,217,{},1761653962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,0,"[""CulturalVictory""]","{""CapitalsNeeded"":4}",Unlocked in later eras,"{""CivsNeeded"":3,""The Ottomans"":{""Influences"":{""Indonesia"":""Exotic (8%) - Rising Slowly"",""Korea"":""Exotic (20%) - Rising Slowly"",""Venice"":""Exotic (10%) - Rising Slowly""},""PolicyPercentage"":51,""InfluentialCivs"":0},""Indonesia"":{""Influences"":{""Korea"":""Familiar (45%) - Rising (74 turns to Influential)"",""Venice"":""Familiar (47%) - Rising (172 turns to Influential)"",""The Ottomans"":""Familiar (35%) - Rising Slowly""},""PolicyPercentage"":59,""InfluentialCivs"":0},""Korea"":{""Influences"":{""Venice"":""Exotic (6%) - Rising Slowly"",""The Ottomans"":""Exotic (12%) - Rising Slowly""},""PolicyPercentage"":40,""InfluentialCivs"":0},""Venice"":{""Influences"":{""Indonesia"":""Exotic (11%) - Rising Slowly"",""Korea"":""Exotic (21%) - Rising Slowly"",""The Ottomans"":""Exotic (11%) - Rising Slowly""},""PolicyPercentage"":48,""InfluentialCivs"":0}}","{""Korea"":{""Delegates"":2,""VictoryPercentage"":6},""Indonesia"":{""Delegates"":7,""VictoryPercentage"":21},""Venice"":{""Delegates"":2,""VictoryPercentage"":6},""VotesNeeded"":33,""Status"":""World Congress"",""ActiveResolutions"":{},""The Ottomans"":{""Delegates"":2,""VictoryPercentage"":6},""Contender"":""Indonesia""}"
115,218,{},1761653986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,0,"[""CulturalVictory""]","{""CapitalsNeeded"":4}",Unlocked in later eras,"{""CivsNeeded"":3,""The Ottomans"":{""Influences"":{""Indonesia"":""Exotic (8%) - Rising Slowly"",""Korea"":""Exotic (21%) - Rising Slowly"",""Venice"":""Exotic (10%) - Rising Slowly""},""PolicyPercentage"":51,""InfluentialCivs"":0},""Indonesia"":{""Influences"":{""Korea"":""Familiar (45%) - Rising (65 turns to Influential)"",""Venice"":""Familiar (48%) - Rising (224 turns to Influential)"",""The Ottomans"":""Familiar (34%) - Rising Slowly""},""PolicyPercentage"":59,""InfluentialCivs"":0},""Korea"":{""Influences"":{""Venice"":""Exotic (6%) - Rising Slowly"",""The Ottomans"":""Exotic (12%) - Rising Slowly""},""PolicyPercentage"":44,""InfluentialCivs"":0},""Venice"":{""Influences"":{""Indonesia"":""Exotic (12%) - Rising Slowly"",""Korea"":""Exotic (22%) - Rising (423 turns to Influential)"",""The Ottomans"":""Exotic (11%) - Rising Slowly""},""PolicyPercentage"":48,""InfluentialCivs"":0}}","{""Korea"":{""Delegates"":2,""VictoryPercentage"":6},""Indonesia"":{""Delegates"":7,""VictoryPercentage"":21},""Venice"":{""Delegates"":2,""VictoryPercentage"":6},""VotesNeeded"":33,""Status"":""World Congress"",""ActiveResolutions"":{},""The Ottomans"":{""Delegates"":2,""VictoryPercentage"":6},""Contender"":""Indonesia""}"
116,219,{},1761654015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,0,"[""CulturalVictory""]","{""CapitalsNeeded"":4}",Unlocked in later eras,"{""CivsNeeded"":3,""The Ottomans"":{""Influences"":{""Indonesia"":""Exotic (8%) - Rising Slowly"",""Korea"":""Exotic (21%) - Rising Slowly"",""Venice"":""Exotic (10%) - Rising Slowly""},""PolicyPercentage"":51,""InfluentialCivs"":0},""Indonesia"":{""Influences"":{""Korea"":""Familiar (45%) - Rising (70 turns to Influential)"",""Venice"":""Familiar (48%) - Rising (235 turns to Influential)"",""The Ottomans"":""Familiar (33%) - Rising Slowly""},""PolicyPercentage"":59,""InfluentialCivs"":0},""Korea"":{""Influences"":{""Venice"":""Exotic (5%) - Rising Slowly"",""The Ottomans"":""Exotic (11%) - Rising Slowly""},""PolicyPercentage"":44,""InfluentialCivs"":0},""Venice"":{""Influences"":{""Indonesia"":""Exotic (12%) - Rising Slowly"",""Korea"":""Exotic (22%) - Rising (539 turns to Influential)"",""The Ottomans"":""Exotic (11%) - Rising Slowly""},""PolicyPercentage"":48,""InfluentialCivs"":0}}","{""Korea"":{""Delegates"":2,""VictoryPercentage"":6},""Indonesia"":{""Delegates"":7,""VictoryPercentage"":21},""Venice"":{""Delegates"":2,""VictoryPercentage"":6},""VotesNeeded"":33,""Status"":""World Congress"",""ActiveResolutions"":{},""The Ottomans"":{""Delegates"":2,""VictoryPercentage"":6},""Contender"":""Indonesia""}"
117,220,{},1761654039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,0,"[""CulturalVictory"",""DiplomaticVictory""]","{""CapitalsNeeded"":4}",Unlocked in later eras,"{""CivsNeeded"":3,""The Ottomans"":{""Influences"":{""Indonesia"":""Exotic (8%) - Rising Slowly"",""Korea"":""Exotic (21%) - Rising Slowly"",""Venice"":""Exotic (10%) - Rising Slowly""},""PolicyPercentage"":51,""InfluentialCivs"":0},""Indonesia"":{""Influences"":{""Korea"":""Familiar (46%) - Rising (68 turns to Influential)"",""Venice"":""Familiar (48%) - Rising (212 turns to Influential)"",""The Ottomans"":""Familiar (33%) - Rising Slowly""},""PolicyPercentage"":59,""InfluentialCivs"":0},""Korea"":{""Influences"":{""Venice"":""Exotic (5%) - Rising Slowly"",""The Ottomans"":""Exotic (11%) - Rising Slowly""},""PolicyPercentage"":44,""InfluentialCivs"":0},""Venice"":{""Influences"":{""Indonesia"":""Exotic (12%) - Rising Slowly"",""Korea"":""Exotic (22%) - Rising (552 turns to Influential)"",""The Ottomans"":""Exotic (11%) - Rising Slowly""},""PolicyPercentage"":48,""InfluentialCivs"":0}}","{""Korea"":{""Delegates"":2,""VictoryPercentage"":6},""Indonesia"":{""Delegates"":7,""VictoryPercentage"":21},""Venice"":{""Delegates"":2,""VictoryPercentage"":6},""VotesNeeded"":33,""Status"":""World Congress"",""ActiveResolutions"":{""World Science Initiative"":{""Description"":""Increases up to 33% generation of Great Scientists, Engineers, and Merchants. Decreases up to 33% generation of Great Writers, Artists, and Musicians.\nCivilizations with Scores from Technologies and Future Tech below the global median will receive a boost to Food and Science up to 33%.\nDetails: The boosts are proportional to the difference between the score of the Civilization and the leader."",""EnactedOn"":219}},""The Ottomans"":{""Delegates"":2,""VictoryPercentage"":6},""Contender"":""Indonesia""}"
118,221,{},1761654068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,0,"[""DominationVictory"",""CulturalVictory""]","{""CapitalsNeeded"":4,""Indonesia"":{""CapitalsControlled"":[""Jakarta"",""Seoul""],""CapitalsPercentage"":50},""Contender"":""Indonesia""}",Unlocked in later eras,"{""CivsNeeded"":3,""The Ottomans"":{""Influences"":{""Indonesia"":""Exotic (8%) - Rising Slowly"",""Korea"":""Exotic (22%) - Rising (169 turns to Influential)"",""Venice"":""Exotic (10%) - Rising Slowly""},""PolicyPercentage"":55,""InfluentialCivs"":0},""Indonesia"":{""Influences"":{""Korea"":""Familiar (46%) - Rising (60 turns to Influential)"",""Venice"":""Familiar (47%) - Rising (293 turns to Influential)"",""The Ottomans"":""Familiar (33%) - Rising Slowly""},""PolicyPercentage"":59,""InfluentialCivs"":0},""Korea"":{""Influences"":{""Venice"":""Exotic (5%) - Rising Slowly"",""The Ottomans"":""Exotic (11%) - Rising Slowly""},""PolicyPercentage"":44,""InfluentialCivs"":0},""Venice"":{""Influences"":{""Indonesia"":""Exotic (12%) - Rising Slowly"",""Korea"":""Exotic (23%) - Rising (225 turns to Influential)"",""The Ottomans"":""Exotic (11%) - Rising Slowly""},""PolicyPercentage"":48,""InfluentialCivs"":0}}","{""Korea"":{""Delegates"":2,""VictoryPercentage"":6},""Indonesia"":{""Delegates"":7,""VictoryPercentage"":21},""Venice"":{""Delegates"":2,""VictoryPercentage"":6},""VotesNeeded"":33,""Status"":""World Congress"",""ActiveResolutions"":{""World Science Initiative"":{""Description"":""Increases up to 33% generation of Great Scientists, Engineers, and Merchants. Decreases up to 33% generation of Great Writers, Artists, and Musicians.\nCivilizations with Scores from Technologies and Future Tech below the global median will receive a boost to Food and Science up to 33%.\nDetails: The boosts are proportional to the difference between the score of the Civilization and the leader."",""EnactedOn"":219}},""The Ottomans"":{""Delegates"":2,""VictoryPercentage"":6},""Contender"":""Indonesia""}"
