ID,Turn,Payload,CreatedAt,Player0,Player1,Player2,Player3,Player4,Player5,Player6,Player7,Player8,Player9,Player10,Player11,Player12,Player13,Player14,Player15,Player16,Player17,Player18,Player19,Player20,Player21,PlayerID,EconomicStrategies,MilitaryStrategies,Technologies,NextResearch,Policies,PolicyBranches,NextPolicy,NextBranch
210,52,{},1761649645,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"[""NeedRecon"",""EnoughRecon"",""NeedReconSea"",""EnoughReconSea"",""EarlyExpansion"",""EnoughExpansion"",""NeedHappiness"",""NeedHappinessCritical"",""CitiesNeedNavalGrowth"",""CitiesNeedNavalTileImprovement"",""NeedImprovementFood"",""NeedImprovementProduction"",""LosingMoney"",""TooManyUnits"",""IslandStart"",""ReallyNeedReconSea"",""MostlyOnTheCoast"",""DevelopingReligion"",""TechLeader"",""StartedPiety"",""NeedDiplomats"",""NeedDiplomatsCritical""]","[""NeedRanged"",""EnoughMilitaryUnits"",""EmpireDefense"",""EmpireDefenseCritical"",""EnoughNavalUnits"",""NeedNavalUnits"",""NeedNavalUnitsCritical"",""AtWar"",""WarMobilization"",""EnoughRanged"",""EradicateBarbarians"",""WinningWars"",""LosingWars"",""NeedMobile"",""EnoughMobile"",""EradicateBarbariansCritical""]","[""Animal Husbandry"",""Bronze Working"",""Sailing""]",None,"[""Equality"",""Expertise"",""Fraternity""]","[""Tradition"",""Authority""]",None,None
211,52,{},1761649645,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,"[""NeedRecon"",""EnoughRecon"",""NeedReconSea"",""EnoughReconSea"",""EarlyExpansion"",""EnoughExpansion"",""NeedHappiness"",""NeedHappinessCritical"",""CitiesNeedNavalGrowth"",""CitiesNeedNavalTileImprovement"",""NeedImprovementFood"",""NeedImprovementProduction"",""LosingMoney"",""TooManyUnits"",""IslandStart"",""ReallyNeedReconSea"",""MostlyOnTheCoast"",""DevelopingReligion"",""TechLeader"",""StartedPiety"",""NeedDiplomats"",""NeedDiplomatsCritical""]","[""NeedRanged"",""EnoughMilitaryUnits"",""EmpireDefense"",""EmpireDefenseCritical"",""EnoughNavalUnits"",""NeedNavalUnits"",""NeedNavalUnitsCritical"",""AtWar"",""WarMobilization"",""NeedRangedEarly"",""EnoughRanged"",""EradicateBarbarians"",""WinningWars"",""LosingWars"",""NeedMobile"",""EnoughMobile"",""EradicateBarbariansCritical""]","[""Iron Working"",""Calendar"",""Fishing"",""Construction""]",None,"[""Organization"",""Fraternity""]","[""Authority"",""Tradition""]",None,None
212,52,{},1761649645,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,"[""NeedRecon"",""EnoughRecon"",""NeedReconSea"",""EnoughReconSea"",""EarlyExpansion"",""EnoughExpansion"",""NeedHappiness"",""NeedHappinessCritical"",""CitiesNeedNavalGrowth"",""CitiesNeedNavalTileImprovement"",""NeedImprovementFood"",""NeedImprovementProduction"",""LosingMoney"",""TooManyUnits"",""IslandStart"",""ReallyNeedReconSea"",""MostlyOnTheCoast"",""DevelopingReligion"",""TechLeader"",""StartedPiety"",""NeedDiplomats"",""NeedDiplomatsCritical""]","[""NeedRanged"",""EnoughMilitaryUnits"",""EmpireDefense"",""EmpireDefenseCritical"",""EnoughNavalUnits"",""NeedNavalUnits"",""NeedNavalUnitsCritical"",""AtWar"",""WarMobilization"",""NeedRangedEarly"",""EnoughRanged"",""EradicateBarbarians"",""WinningWars"",""LosingWars"",""NeedMobile"",""EnoughMobile"",""EradicateBarbariansCritical""]","[""Sailing"",""Calendar"",""Military Strategy"",""Bronze Working""]",None,"[""Liberty""]","[""Tradition"",""Authority""]",None,None
213,53,{},1761649663,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[""NeedRecon"",""EnoughRecon"",""NeedReconSea"",""EnoughReconSea"",""EarlyExpansion"",""EnoughExpansion"",""NeedHappiness"",""NeedHappinessCritical"",""CitiesNeedNavalGrowth"",""CitiesNeedNavalTileImprovement"",""NeedImprovementFood"",""NeedImprovementProduction"",""LosingMoney"",""TooManyUnits"",""IslandStart"",""ReallyNeedReconSea"",""MostlyOnTheCoast"",""DevelopingReligion"",""TechLeader"",""StartedPiety"",""NeedDiplomats"",""NeedDiplomatsCritical""]","[""NeedRanged"",""EnoughMilitaryUnits"",""EmpireDefense"",""EmpireDefenseCritical"",""EnoughNavalUnits"",""NeedNavalUnits"",""NeedNavalUnitsCritical"",""AtWar"",""WarMobilization"",""NeedRangedEarly"",""EnoughRanged"",""EradicateBarbarians"",""WinningWars"",""LosingWars"",""NeedMobile"",""EnoughMobile"",""EradicateBarbariansCritical""]","[""Trapping"",""Fishing"",""Construction""]",Construction,"[""Ceremony"",""Sovereignty""]","[""Progress"",""Authority""]",None,Authority
214,53,{},1761649663,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"[""NeedRecon"",""EnoughRecon"",""NeedReconSea"",""EnoughReconSea"",""EarlyExpansion"",""EnoughExpansion"",""NeedHappiness"",""NeedHappinessCritical"",""CitiesNeedNavalGrowth"",""CitiesNeedNavalTileImprovement"",""NeedImprovementFood"",""NeedImprovementProduction"",""LosingMoney"",""TooManyUnits"",""IslandStart"",""ReallyNeedReconSea"",""MostlyOnTheCoast"",""DevelopingReligion"",""TechLeader"",""StartedPiety"",""NeedDiplomats"",""NeedDiplomatsCritical""]","[""NeedRanged"",""EnoughMilitaryUnits"",""EmpireDefense"",""EmpireDefenseCritical"",""EnoughNavalUnits"",""NeedNavalUnits"",""NeedNavalUnitsCritical"",""AtWar"",""WarMobilization"",""EnoughRanged"",""EradicateBarbarians"",""WinningWars"",""LosingWars"",""NeedMobile"",""EnoughMobile"",""EradicateBarbariansCritical""]","[""Animal Husbandry"",""Bronze Working"",""Sailing""]",None,"[""Equality"",""Expertise"",""Fraternity""]","[""Tradition"",""Authority""]",None,None
215,53,{},1761649663,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,"[""NeedRecon"",""EnoughRecon"",""NeedReconSea"",""EnoughReconSea"",""EarlyExpansion"",""EnoughExpansion"",""NeedHappiness"",""NeedHappinessCritical"",""CitiesNeedNavalGrowth"",""CitiesNeedNavalTileImprovement"",""NeedImprovementFood"",""NeedImprovementProduction"",""LosingMoney"",""TooManyUnits"",""IslandStart"",""ReallyNeedReconSea"",""MostlyOnTheCoast"",""DevelopingReligion"",""TechLeader"",""StartedPiety"",""NeedDiplomats"",""NeedDiplomatsCritical""]","[""NeedRanged"",""EnoughMilitaryUnits"",""EmpireDefense"",""EmpireDefenseCritical"",""EnoughNavalUnits"",""NeedNavalUnits"",""NeedNavalUnitsCritical"",""AtWar"",""WarMobilization"",""NeedRangedEarly"",""EnoughRanged"",""EradicateBarbarians"",""WinningWars"",""LosingWars"",""NeedMobile"",""EnoughMobile"",""EradicateBarbariansCritical""]","[""Iron Working"",""Calendar"",""Fishing"",""Construction""]",None,"[""Organization"",""Fraternity""]","[""Authority"",""Tradition""]",None,None
216,53,{},1761649663,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,"[""NeedRecon"",""EnoughRecon"",""NeedReconSea"",""EnoughReconSea"",""EarlyExpansion"",""EnoughExpansion"",""NeedHappiness"",""NeedHappinessCritical"",""CitiesNeedNavalGrowth"",""CitiesNeedNavalTileImprovement"",""NeedImprovementFood"",""NeedImprovementProduction"",""LosingMoney"",""TooManyUnits"",""IslandStart"",""ReallyNeedReconSea"",""MostlyOnTheCoast"",""DevelopingReligion"",""TechLeader"",""StartedPiety"",""NeedDiplomats"",""NeedDiplomatsCritical""]","[""NeedRanged"",""EnoughMilitaryUnits"",""EmpireDefense"",""EmpireDefenseCritical"",""EnoughNavalUnits"",""NeedNavalUnits"",""NeedNavalUnitsCritical"",""AtWar"",""WarMobilization"",""NeedRangedEarly"",""EnoughRanged"",""EradicateBarbarians"",""WinningWars"",""LosingWars"",""NeedMobile"",""EnoughMobile"",""EradicateBarbariansCritical""]","[""Sailing"",""Military Strategy"",""Calendar"",""Bronze Working""]",None,"[""Liberty""]","[""Tradition"",""Authority""]",None,None
217,54,{},1761649678,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[""NeedRecon"",""EnoughRecon"",""NeedReconSea"",""EnoughReconSea"",""EarlyExpansion"",""EnoughExpansion"",""NeedHappiness"",""NeedHappinessCritical"",""CitiesNeedNavalGrowth"",""CitiesNeedNavalTileImprovement"",""NeedImprovementFood"",""NeedImprovementProduction"",""LosingMoney"",""TooManyUnits"",""IslandStart"",""ReallyNeedReconSea"",""MostlyOnTheCoast"",""DevelopingReligion"",""TechLeader"",""StartedPiety"",""NeedDiplomats"",""NeedDiplomatsCritical""]","[""NeedRanged"",""EnoughMilitaryUnits"",""EmpireDefense"",""EmpireDefenseCritical"",""EnoughNavalUnits"",""NeedNavalUnits"",""NeedNavalUnitsCritical"",""AtWar"",""WarMobilization"",""NeedRangedEarly"",""EnoughRanged"",""EradicateBarbarians"",""WinningWars"",""LosingWars"",""NeedMobile"",""EnoughMobile"",""EradicateBarbariansCritical""]","[""Fishing"",""Trapping"",""Construction""]",Construction,"[""Ceremony"",""Sovereignty"",""Imperium"",""Militarism""]","[""Progress""]",None,None
218,54,{},1761649678,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"[""NeedRecon"",""EnoughRecon"",""NeedReconSea"",""EnoughReconSea"",""EarlyExpansion"",""EnoughExpansion"",""NeedHappiness"",""NeedHappinessCritical"",""CitiesNeedNavalGrowth"",""CitiesNeedNavalTileImprovement"",""NeedImprovementFood"",""NeedImprovementProduction"",""LosingMoney"",""TooManyUnits"",""IslandStart"",""ReallyNeedReconSea"",""MostlyOnTheCoast"",""DevelopingReligion"",""TechLeader"",""StartedPiety"",""NeedDiplomats"",""NeedDiplomatsCritical""]","[""NeedRanged"",""EnoughMilitaryUnits"",""EmpireDefense"",""EmpireDefenseCritical"",""EnoughNavalUnits"",""NeedNavalUnits"",""NeedNavalUnitsCritical"",""AtWar"",""WarMobilization"",""EnoughRanged"",""EradicateBarbarians"",""WinningWars"",""LosingWars"",""NeedMobile"",""EnoughMobile"",""EradicateBarbariansCritical""]","[""Animal Husbandry"",""Bronze Working"",""Sailing""]",None,"[""Equality"",""Expertise"",""Fraternity""]","[""Tradition"",""Authority""]",None,None
219,54,{},1761649678,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,"[""NeedRecon"",""EnoughRecon"",""NeedReconSea"",""EnoughReconSea"",""EarlyExpansion"",""EnoughExpansion"",""NeedHappiness"",""NeedHappinessCritical"",""CitiesNeedNavalGrowth"",""CitiesNeedNavalTileImprovement"",""NeedImprovementFood"",""NeedImprovementProduction"",""LosingMoney"",""TooManyUnits"",""IslandStart"",""ReallyNeedReconSea"",""MostlyOnTheCoast"",""DevelopingReligion"",""TechLeader"",""StartedPiety"",""NeedDiplomats"",""NeedDiplomatsCritical""]","[""NeedRanged"",""EnoughMilitaryUnits"",""EmpireDefense"",""EmpireDefenseCritical"",""EnoughNavalUnits"",""NeedNavalUnits"",""NeedNavalUnitsCritical"",""AtWar"",""WarMobilization"",""NeedRangedEarly"",""EnoughRanged"",""EradicateBarbarians"",""WinningWars"",""LosingWars"",""NeedMobile"",""EnoughMobile"",""EradicateBarbariansCritical""]","[""Iron Working"",""Calendar"",""Fishing"",""Construction""]",None,"[""Organization"",""Fraternity""]","[""Authority"",""Tradition""]",None,None
220,54,{},1761649678,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,"[""NeedRecon"",""EnoughRecon"",""NeedReconSea"",""EnoughReconSea"",""EarlyExpansion"",""EnoughExpansion"",""NeedHappiness"",""NeedHappinessCritical"",""CitiesNeedNavalGrowth"",""CitiesNeedNavalTileImprovement"",""NeedImprovementFood"",""NeedImprovementProduction"",""LosingMoney"",""TooManyUnits"",""IslandStart"",""ReallyNeedReconSea"",""MostlyOnTheCoast"",""DevelopingReligion"",""TechLeader"",""StartedPiety"",""NeedDiplomats"",""NeedDiplomatsCritical""]","[""NeedRanged"",""EnoughMilitaryUnits"",""EmpireDefense"",""EmpireDefenseCritical"",""EnoughNavalUnits"",""NeedNavalUnits"",""NeedNavalUnitsCritical"",""AtWar"",""WarMobilization"",""NeedRangedEarly"",""EnoughRanged"",""EradicateBarbarians"",""WinningWars"",""LosingWars"",""NeedMobile"",""EnoughMobile"",""EradicateBarbariansCritical""]","[""Sailing"",""Military Strategy"",""Calendar"",""Bronze Working""]",None,"[""Liberty""]","[""Tradition"",""Authority""]",None,None
221,55,{},1761649713,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[""NeedRecon"",""EnoughRecon"",""NeedReconSea"",""EnoughReconSea"",""EarlyExpansion"",""EnoughExpansion"",""NeedHappiness"",""NeedHappinessCritical"",""CitiesNeedNavalGrowth"",""CitiesNeedNavalTileImprovement"",""NeedImprovementFood"",""NeedImprovementProduction"",""LosingMoney"",""TooManyUnits"",""IslandStart"",""ReallyNeedReconSea"",""MostlyOnTheCoast"",""DevelopingReligion"",""TechLeader"",""StartedPiety"",""NeedDiplomats"",""NeedDiplomatsCritical""]","[""NeedRanged"",""EnoughMilitaryUnits"",""EmpireDefense"",""EmpireDefenseCritical"",""EnoughNavalUnits"",""NeedNavalUnits"",""NeedNavalUnitsCritical"",""AtWar"",""WarMobilization"",""NeedRangedEarly"",""EnoughRanged"",""EradicateBarbarians"",""WinningWars"",""LosingWars"",""NeedMobile"",""EnoughMobile"",""EradicateBarbariansCritical""]","[""Fishing"",""Trapping"",""Construction""]",Construction,"[""Ceremony"",""Sovereignty"",""Imperium"",""Militarism""]","[""Progress""]",None,Progress
222,55,{},1761649713,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"[""NeedRecon"",""EnoughRecon"",""NeedReconSea"",""EnoughReconSea"",""EarlyExpansion"",""EnoughExpansion"",""NeedHappiness"",""NeedHappinessCritical"",""CitiesNeedNavalGrowth"",""CitiesNeedNavalTileImprovement"",""NeedImprovementFood"",""NeedImprovementProduction"",""LosingMoney"",""TooManyUnits"",""IslandStart"",""ReallyNeedReconSea"",""MostlyOnTheCoast"",""DevelopingReligion"",""TechLeader"",""StartedPiety"",""NeedDiplomats"",""NeedDiplomatsCritical""]","[""NeedRanged"",""EnoughMilitaryUnits"",""EmpireDefense"",""EmpireDefenseCritical"",""EnoughNavalUnits"",""NeedNavalUnits"",""NeedNavalUnitsCritical"",""AtWar"",""WarMobilization"",""EnoughRanged"",""EradicateBarbarians"",""WinningWars"",""LosingWars"",""NeedMobile"",""EnoughMobile"",""EradicateBarbariansCritical""]","[""Animal Husbandry"",""Bronze Working"",""Sailing""]",None,"[""Equality"",""Expertise"",""Fraternity""]","[""Tradition"",""Authority""]",None,None
223,55,{},1761649713,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,"[""NeedRecon"",""EnoughRecon"",""NeedReconSea"",""EnoughReconSea"",""EarlyExpansion"",""EnoughExpansion"",""NeedHappiness"",""NeedHappinessCritical"",""CitiesNeedNavalGrowth"",""CitiesNeedNavalTileImprovement"",""NeedImprovementFood"",""NeedImprovementProduction"",""LosingMoney"",""TooManyUnits"",""IslandStart"",""ReallyNeedReconSea"",""MostlyOnTheCoast"",""DevelopingReligion"",""TechLeader"",""StartedPiety"",""NeedDiplomats"",""NeedDiplomatsCritical""]","[""NeedRanged"",""EnoughMilitaryUnits"",""EmpireDefense"",""EmpireDefenseCritical"",""EnoughNavalUnits"",""NeedNavalUnits"",""NeedNavalUnitsCritical"",""AtWar"",""WarMobilization"",""NeedRangedEarly"",""EnoughRanged"",""EradicateBarbarians"",""WinningWars"",""LosingWars"",""NeedMobile"",""EnoughMobile"",""EradicateBarbariansCritical""]","[""Iron Working"",""Calendar"",""Fishing"",""Construction""]",None,"[""Organization"",""Fraternity""]","[""Authority"",""Tradition""]",None,None
224,55,{},1761649713,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,"[""NeedRecon"",""EnoughRecon"",""NeedReconSea"",""EnoughReconSea"",""EarlyExpansion"",""EnoughExpansion"",""NeedHappiness"",""NeedHappinessCritical"",""CitiesNeedNavalGrowth"",""CitiesNeedNavalTileImprovement"",""NeedImprovementFood"",""NeedImprovementProduction"",""LosingMoney"",""TooManyUnits"",""IslandStart"",""ReallyNeedReconSea"",""MostlyOnTheCoast"",""DevelopingReligion"",""TechLeader"",""StartedPiety"",""NeedDiplomats"",""NeedDiplomatsCritical""]","[""NeedRanged"",""EnoughMilitaryUnits"",""EmpireDefense"",""EmpireDefenseCritical"",""EnoughNavalUnits"",""NeedNavalUnits"",""NeedNavalUnitsCritical"",""AtWar"",""WarMobilization"",""NeedRangedEarly"",""EnoughRanged"",""EradicateBarbarians"",""WinningWars"",""LosingWars"",""NeedMobile"",""EnoughMobile"",""EradicateBarbariansCritical""]","[""Sailing"",""Military Strategy"",""Calendar"",""Bronze Working""]",None,"[""Liberty""]","[""Tradition"",""Authority""]",None,None
225,56,{},1761649762,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[""NeedRecon"",""EnoughRecon"",""NeedReconSea"",""EnoughReconSea"",""EarlyExpansion"",""EnoughExpansion"",""NeedHappiness"",""NeedHappinessCritical"",""CitiesNeedNavalGrowth"",""CitiesNeedNavalTileImprovement"",""NeedImprovementFood"",""NeedImprovementProduction"",""LosingMoney"",""TooManyUnits"",""IslandStart"",""ReallyNeedReconSea"",""MostlyOnTheCoast"",""DevelopingReligion"",""TechLeader"",""StartedPiety"",""NeedDiplomats"",""NeedDiplomatsCritical""]","[""NeedRanged"",""EnoughMilitaryUnits"",""EmpireDefense"",""EmpireDefenseCritical"",""EnoughNavalUnits"",""NeedNavalUnits"",""NeedNavalUnitsCritical"",""AtWar"",""WarMobilization"",""NeedRangedEarly"",""EnoughRanged"",""EradicateBarbarians"",""WinningWars"",""LosingWars"",""NeedMobile"",""EnoughMobile"",""EradicateBarbariansCritical""]","[""Fishing"",""Trapping"",""Construction""]",Construction,"[""Ceremony"",""Sovereignty"",""Imperium"",""Militarism""]","[""Progress""]",None,Progress
226,56,{},1761649762,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"[""NeedRecon"",""EnoughRecon"",""NeedReconSea"",""EnoughReconSea"",""EarlyExpansion"",""EnoughExpansion"",""NeedHappiness"",""NeedHappinessCritical"",""CitiesNeedNavalGrowth"",""CitiesNeedNavalTileImprovement"",""NeedImprovementFood"",""NeedImprovementProduction"",""LosingMoney"",""TooManyUnits"",""IslandStart"",""ReallyNeedReconSea"",""MostlyOnTheCoast"",""DevelopingReligion"",""TechLeader"",""StartedPiety"",""NeedDiplomats"",""NeedDiplomatsCritical""]","[""NeedRanged"",""EnoughMilitaryUnits"",""EmpireDefense"",""EmpireDefenseCritical"",""EnoughNavalUnits"",""NeedNavalUnits"",""NeedNavalUnitsCritical"",""AtWar"",""WarMobilization"",""EnoughRanged"",""EradicateBarbarians"",""WinningWars"",""LosingWars"",""NeedMobile"",""EnoughMobile"",""EradicateBarbariansCritical""]","[""Animal Husbandry"",""Bronze Working"",""Sailing""]",None,"[""Equality"",""Expertise"",""Fraternity""]","[""Tradition"",""Authority""]",None,None
227,56,{},1761649762,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,"[""NeedRecon"",""EnoughRecon"",""NeedReconSea"",""EnoughReconSea"",""EarlyExpansion"",""EnoughExpansion"",""NeedHappiness"",""NeedHappinessCritical"",""CitiesNeedNavalGrowth"",""CitiesNeedNavalTileImprovement"",""NeedImprovementFood"",""NeedImprovementProduction"",""LosingMoney"",""TooManyUnits"",""IslandStart"",""ReallyNeedReconSea"",""MostlyOnTheCoast"",""DevelopingReligion"",""TechLeader"",""StartedPiety"",""NeedDiplomats"",""NeedDiplomatsCritical""]","[""NeedRanged"",""EnoughMilitaryUnits"",""EmpireDefense"",""EmpireDefenseCritical"",""EnoughNavalUnits"",""NeedNavalUnits"",""NeedNavalUnitsCritical"",""AtWar"",""WarMobilization"",""NeedRangedEarly"",""EnoughRanged"",""EradicateBarbarians"",""WinningWars"",""LosingWars"",""NeedMobile"",""EnoughMobile"",""EradicateBarbariansCritical""]","[""Calendar"",""Fishing"",""Construction""]",None,"[""Organization"",""Fraternity""]","[""Authority"",""Tradition""]",None,None
228,56,{},1761649762,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,"[""NeedRecon"",""EnoughRecon"",""NeedReconSea"",""EnoughReconSea"",""EarlyExpansion"",""EnoughExpansion"",""NeedHappiness"",""NeedHappinessCritical"",""CitiesNeedNavalGrowth"",""CitiesNeedNavalTileImprovement"",""NeedImprovementFood"",""NeedImprovementProduction"",""LosingMoney"",""TooManyUnits"",""IslandStart"",""ReallyNeedReconSea"",""MostlyOnTheCoast"",""DevelopingReligion"",""TechLeader"",""StartedPiety"",""NeedDiplomats"",""NeedDiplomatsCritical""]","[""NeedRanged"",""EnoughMilitaryUnits"",""EmpireDefense"",""EmpireDefenseCritical"",""EnoughNavalUnits"",""NeedNavalUnits"",""NeedNavalUnitsCritical"",""AtWar"",""WarMobilization"",""NeedRangedEarly"",""EnoughRanged"",""EradicateBarbarians"",""WinningWars"",""LosingWars"",""NeedMobile"",""EnoughMobile"",""EradicateBarbariansCritical""]","[""Sailing"",""Military Strategy"",""Calendar"",""Bronze Working""]",None,"[""Liberty""]","[""Tradition"",""Authority""]",None,None
229,57,{},1761649782,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[""NeedRecon"",""EnoughRecon"",""NeedReconSea"",""EnoughReconSea"",""EarlyExpansion"",""EnoughExpansion"",""NeedHappiness"",""NeedHappinessCritical"",""CitiesNeedNavalGrowth"",""CitiesNeedNavalTileImprovement"",""NeedImprovementFood"",""NeedImprovementProduction"",""LosingMoney"",""TooManyUnits"",""IslandStart"",""ReallyNeedReconSea"",""MostlyOnTheCoast"",""DevelopingReligion"",""TechLeader"",""StartedPiety"",""NeedDiplomats"",""NeedDiplomatsCritical""]","[""NeedRanged"",""EnoughMilitaryUnits"",""EmpireDefense"",""EmpireDefenseCritical"",""EnoughNavalUnits"",""NeedNavalUnits"",""NeedNavalUnitsCritical"",""AtWar"",""WarMobilization"",""NeedRangedEarly"",""EnoughRanged"",""EradicateBarbarians"",""WinningWars"",""LosingWars"",""NeedMobile"",""EnoughMobile"",""EradicateBarbariansCritical""]","[""Fishing"",""Trapping"",""Construction""]",Construction,"[""Ceremony"",""Sovereignty"",""Imperium"",""Militarism""]","[""Progress""]",None,Progress
230,57,{},1761649782,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"[""NeedRecon"",""EnoughRecon"",""NeedReconSea"",""EnoughReconSea"",""EarlyExpansion"",""EnoughExpansion"",""NeedHappiness"",""NeedHappinessCritical"",""CitiesNeedNavalGrowth"",""CitiesNeedNavalTileImprovement"",""NeedImprovementFood"",""NeedImprovementProduction"",""LosingMoney"",""TooManyUnits"",""IslandStart"",""ReallyNeedReconSea"",""MostlyOnTheCoast"",""DevelopingReligion"",""TechLeader"",""StartedPiety"",""NeedDiplomats"",""NeedDiplomatsCritical""]","[""NeedRanged"",""EnoughMilitaryUnits"",""EmpireDefense"",""EmpireDefenseCritical"",""EnoughNavalUnits"",""NeedNavalUnits"",""NeedNavalUnitsCritical"",""AtWar"",""WarMobilization"",""EnoughRanged"",""EradicateBarbarians"",""WinningWars"",""LosingWars"",""NeedMobile"",""EnoughMobile"",""EradicateBarbariansCritical""]","[""Animal Husbandry"",""Bronze Working"",""Sailing""]",None,"[""Equality"",""Expertise"",""Fraternity""]","[""Tradition"",""Authority""]",None,None
231,57,{},1761649782,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,"[""NeedRecon"",""EnoughRecon"",""NeedReconSea"",""EnoughReconSea"",""EarlyExpansion"",""EnoughExpansion"",""NeedHappiness"",""NeedHappinessCritical"",""CitiesNeedNavalGrowth"",""CitiesNeedNavalTileImprovement"",""NeedImprovementFood"",""NeedImprovementProduction"",""LosingMoney"",""TooManyUnits"",""IslandStart"",""ReallyNeedReconSea"",""MostlyOnTheCoast"",""DevelopingReligion"",""TechLeader"",""StartedPiety"",""NeedDiplomats"",""NeedDiplomatsCritical""]","[""NeedRanged"",""EnoughMilitaryUnits"",""EmpireDefense"",""EmpireDefenseCritical"",""EnoughNavalUnits"",""NeedNavalUnits"",""NeedNavalUnitsCritical"",""AtWar"",""WarMobilization"",""NeedRangedEarly"",""EnoughRanged"",""EradicateBarbarians"",""WinningWars"",""LosingWars"",""NeedMobile"",""EnoughMobile"",""EradicateBarbariansCritical""]","[""Calendar"",""Fishing"",""Construction""]",None,"[""Organization"",""Fraternity""]","[""Authority"",""Tradition""]",None,None
232,57,{},1761649782,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,"[""NeedRecon"",""EnoughRecon"",""NeedReconSea"",""EnoughReconSea"",""EarlyExpansion"",""EnoughExpansion"",""NeedHappiness"",""NeedHappinessCritical"",""CitiesNeedNavalGrowth"",""CitiesNeedNavalTileImprovement"",""NeedImprovementFood"",""NeedImprovementProduction"",""LosingMoney"",""TooManyUnits"",""IslandStart"",""ReallyNeedReconSea"",""MostlyOnTheCoast"",""DevelopingReligion"",""TechLeader"",""StartedPiety"",""NeedDiplomats"",""NeedDiplomatsCritical""]","[""NeedRanged"",""EnoughMilitaryUnits"",""EmpireDefense"",""EmpireDefenseCritical"",""EnoughNavalUnits"",""NeedNavalUnits"",""NeedNavalUnitsCritical"",""AtWar"",""WarMobilization"",""NeedRangedEarly"",""EnoughRanged"",""EradicateBarbarians"",""WinningWars"",""LosingWars"",""NeedMobile"",""EnoughMobile"",""EradicateBarbariansCritical""]","[""Sailing"",""Military Strategy"",""Calendar"",""Bronze Working""]",None,"[""Liberty""]","[""Tradition"",""Authority""]",None,None
233,58,{},1761649800,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[""NeedRecon"",""EnoughRecon"",""NeedReconSea"",""EnoughReconSea"",""EarlyExpansion"",""EnoughExpansion"",""NeedHappiness"",""NeedHappinessCritical"",""CitiesNeedNavalGrowth"",""CitiesNeedNavalTileImprovement"",""NeedImprovementFood"",""NeedImprovementProduction"",""LosingMoney"",""TooManyUnits"",""IslandStart"",""ReallyNeedReconSea"",""MostlyOnTheCoast"",""DevelopingReligion"",""TechLeader"",""StartedPiety"",""NeedDiplomats"",""NeedDiplomatsCritical""]","[""NeedRanged"",""EnoughMilitaryUnits"",""EmpireDefense"",""EmpireDefenseCritical"",""EnoughNavalUnits"",""NeedNavalUnits"",""NeedNavalUnitsCritical"",""AtWar"",""WarMobilization"",""NeedRangedEarly"",""EnoughRanged"",""EradicateBarbarians"",""WinningWars"",""LosingWars"",""NeedMobile"",""EnoughMobile"",""EradicateBarbariansCritical""]","[""Trapping"",""Fishing"",""Construction""]",Construction,"[""Ceremony"",""Sovereignty"",""Imperium"",""Militarism""]","[""Progress""]",None,Progress
